"PURCHASEID","COMPONENTID","PRICEPAID","QUANTITY","QUANTITYRECEIVED"
7542,305020,28.69,89,89
7542,102020,23.94,23,23
7543,1410020,202.13,33,33
7543,1508000,162.89,6,6
7544,1506000,135.35,10,10
7545,1017000,29.42,10,10
7546,1810020,32.27,21,21
7546,1810120,33.1,21,21
7546,1814020,25.01,33,33
7546,1814120,17.7,37,37
7546,1815000,17.05,30,30
7547,1605920,223.29,52,52
7547,1713000,215.95,15,15
7547,1605800,188.92,16,16
7547,1716000,239.57,52,52
7548,1204020,52.42,104,104
7549,1220000,31.37,21,21
7549,1224000,62.09,68,68
7550,1107000,10.62,20,20
7550,1108000,10.69,10,10
7551,1419000,70.88,16,16
7552,1013000,34.74,15,15
7552,1012000,37.46,8,8
7552,1005020,28.54,89,89
7553,1705000,223.17,10,10
7553,1714000,292.39,6,6
7553,1605910,228.66,6,6
7553,1605000,189.48,10,10
7553,1305000,19.77,16,16
7553,1114000,81.31,6,6
7553,816000,44.13,10,10
7553,810500,157.04,6,6
7553,718000,45.13,10,10
7553,709020,60.82,6,6
7553,612000,84.77,10,10
7553,210000,43.64,10,10
7553,108000,44.09,10,10
7553,609020,149.62,6,6
7553,209000,55.11,6,6
7553,310000,120.36,6,6
7553,311000,74.74,10,10
7553,407020,209.13,6,6
7553,408000,162.3,10,10
7553,507020,130.92,6,6
7553,511000,85.62,10,10
7553,109000,47.75,6,6
7554,1402020,245.24,21,21
7555,320,308.78,7,7
7555,420,563.08,9,9
7555,410,403.38,7,7
7555,340,292.19,9,9
7555,230,201.21,8,8
7555,220,245.63,4,4
7555,350,296.53,11,11
7555,240,219.14,10,10
7556,620,373.15,3,3
7556,530,735.44,12,12
7556,540,814.22,8,8
7556,610,338.07,16,16
7557,1110000,79.62,53,53
7557,1111000,55.7,69,69
7558,1605700,174.45,68,68
7558,1712000,248.16,68,68
7559,904000,30.63,21,21
7560,1422000,390.87,53,53
7560,1423000,275.15,69,69
7561,916500,47.08,10,10
7562,917500,32.88,39,39
7563,908000,61.09,121,121
7563,1018000,151.52,6,6
7564,1019000,157.53,10,10
7564,1020000,158.45,52,52
7565,1109000,76.33,7,7
7566,1822000,26.74,122,122
7566,1823000,24.82,122,122
7567,613000,84.84,1,1
7567,814020,74.06,93,93
7567,804520,24.58,12,12
7567,803020,44.04,2,2
7567,720000,25.25,52,52
7567,719000,22.3,1,1
7567,706020,12.58,59,59
7567,701020,27.44,2,2
7567,1307000,12.08,48,48
7567,611020,167.53,51,51
7567,607020,75.25,58,58
7567,702020,20,11,11
7567,1113000,28.69,7,7
7567,604020,75.9,11,11
7567,1306000,16.07,54,54
7567,805020,25.51,18,18
7567,1504000,74.32,17,17
7567,1505000,95.54,93,93
7567,1510020,112.16,1,1
7567,1511000,87.19,12,12
7567,1602020,76.4,2,2
7567,1603020,66.58,6,6
7567,1605600,36.85,17,17
7567,1702020,115.39,2,2
7567,1703020,68.11,6,6
7567,1711000,44.86,17,17
7567,1303020,10.91,23,23
7567,302020,28.62,12,12
7567,1112000,54.39,2,2
7567,101020,43.29,2,2
7567,102020,22.48,13,13
7567,103500,16.31,17,17
7567,104320,17.69,42,42
7567,104900,50.81,51,51
7567,201020,28.5,2,2
7567,202020,18.22,5,5
7567,202500,19.7,1,1
7567,203020,11.21,6,6
7567,204820,11.24,18,18
7567,205020,16.42,41,41
7567,601020,127.87,2,2
7567,301020,45.07,2,2
7567,305020,29.76,59,59
7567,309020,54.36,52,52
7567,401020,142.21,2,2
7567,402020,102.76,6,6
7567,403020,98.44,6,6
7567,405020,66.18,59,59
7567,406020,114.6,52,52
7567,501020,110.99,2,2
7567,502020,56.42,6,6
7567,503020,28.13,6,6
7567,504020,20.97,17,17
7567,505020,43.6,41,41
7567,509020,60.67,51,51
7567,208520,30.82,52,52
7568,1410020,199.66,17,17
7568,1508000,165.41,5,5
7569,1506000,127.04,5,5
7570,1017000,29.96,5,5
7571,1810020,32.76,18,18
7571,1810120,30.75,18,18
7571,1814020,27.08,14,14
7571,1814120,18.76,22,22
7571,1815000,15.52,12,12
7572,1605800,182.24,6,6
7572,1605920,222.92,52,52
7572,1713000,202.57,6,6
7572,1716000,233.09,52,52
7573,1204020,47.83,59,59
7574,1224000,65.24,58,58
7574,1220000,31.11,17,17
7575,1107000,10.37,17,17
7575,1108000,10.44,4,4
7576,1419000,73.84,7,7
7577,1005020,28.44,59,59
7577,1012000,36.77,6,6
7577,1013000,35.51,6,6
7578,1714000,296.33,5,5
7578,709020,62.87,6,6
7578,810500,150.31,5,5
7578,1114000,78.14,5,5
7578,1305000,18.1,10,10
7578,1605000,192.82,5,5
7578,1705000,234.07,5,5
7578,718000,44.86,6,6
7578,612000,84.15,5,5
7578,1605910,236.97,5,5
7578,311000,77.83,5,5
7578,609020,152.13,5,5
7578,109000,47.13,5,5
7578,209000,55.97,5,5
7578,310000,111.4,5,5
7578,407020,206.43,5,5
7578,816000,45.7,6,6
7578,408000,157.99,5,5
7578,108000,46.44,6,6
7578,507020,124.45,5,5
7578,511000,84.64,5,5
7578,210000,44.06,6,6
7579,1402020,242.82,17,17
7580,320,296.18,9,9
7580,340,293.94,4,4
7580,420,552.95,7,7
7580,410,374.35,4,4
7580,240,219.67,4,4
7580,230,203.5,4,4
7580,220,254.07,3,3
7580,350,301.19,5,5
7581,620,387.56,4,4
7581,530,777.6,8,8
7581,540,820.68,7,7
7581,610,347.63,3,3
7582,1110000,79.37,51,51
7582,1111000,55.71,41,41
7583,1605700,171.84,42,42
7583,1712000,252.42,42,42
7584,904000,28.42,17,17
7585,1422000,407.48,51,51
7585,1423000,292.19,41,41
7586,916500,44.73,6,6
7587,917500,33.66,20,20
7588,1018000,147.47,5,5
7588,908000,56.29,93,93
7589,1019000,169.65,2,2
7589,1020000,154.05,52,52
7590,1109000,78.86,5,5
7591,1822000,27,93,93
7591,1823000,26.42,93,93
7592,702020,19.35,44,44
7592,1112000,49.85,12,12
7592,814020,75.9,47,47
7592,805020,25.35,22,22
7592,804520,24.7,48,48
7592,803020,46.83,12,12
7592,720000,26.42,20,20
7353,408000,164.59,3,3
7353,507020,123.9,8,8
7353,511000,84.66,3,3
7353,109000,44.36,8,8
7354,1402020,244.96,19,19
7355,320,295.3,8,8
7355,340,292.05,7,7
7355,420,562.56,6,6
7355,410,373.09,9,9
7355,240,230.84,5,5
7355,230,200.71,6,6
7355,220,238.73,5,5
7355,350,310.01,9,9
7356,620,366.74,4,4
7356,530,729.63,10,10
7356,540,807.81,4,4
7356,610,339.62,12,12
7357,1110000,82.91,40,40
7357,1111000,56.57,69,69
7358,1605700,177.3,68,68
7358,1712000,271.17,68,68
7359,904000,30.45,20,20
7360,1422000,403.51,40,40
7360,1423000,281.03,68,68
7361,916500,43.93,3,3
7362,917500,33.73,31,31
7363,1018000,156.36,8,8
7363,908000,57.97,108,108
7364,1019000,167.86,2,2
7364,1020000,155.91,40,40
7365,1109000,78.68,8,8
7366,1822000,25.9,109,109
7366,1823000,25.53,109,109
7367,702020,18.53,19,19
7367,1112000,50.68,7,7
7367,814020,73.5,112,112
7367,805020,26.9,8,8
7367,804520,23.79,21,21
7367,803020,45.97,7,7
7367,1113000,29.5,10,10
7367,706020,12.62,77,77
7367,1505000,101.16,113,113
7367,701020,26.85,7,7
7367,611020,168.78,44,44
7367,607020,74.61,76,76
7367,720000,25.82,45,45
7367,1303020,10.87,16,16
7367,1306000,16.6,52,52
7367,1504000,75.72,8,8
7367,202020,18.83,11,11
7367,1510020,113.23,7,7
7367,1511000,86.61,20,20
7367,1602020,78.16,7,7
7367,1603020,67.43,12,12
7367,1605600,38.47,7,7
7367,1702020,120.03,7,7
7367,1703020,71.16,12,12
7367,1711000,45.76,8,8
7367,604020,78.75,18,18
7367,1307000,11.52,81,81
7367,305020,28.66,77,77
7367,101020,46.33,7,7
7367,102020,23.94,20,20
7367,103500,16.1,7,7
7367,104320,17.19,69,69
7367,104900,51.32,44,44
7367,201020,29.62,7,7
7367,202500,18.95,2,2
7367,204820,11.61,8,8
7367,205020,17.03,69,69
7367,208520,30.61,45,45
7367,203020,11.34,8,8
7367,302020,30.21,21,21
7367,501020,111.04,7,7
7367,509020,61.75,44,44
7367,505020,43.99,68,68
7367,504020,20.4,8,8
7367,503020,30.26,9,9
7367,301020,45.54,7,7
7367,502020,55.3,12,12
7367,601020,120.08,7,7
7367,406020,113.68,44,44
7367,405020,67.68,76,76
7367,403020,95.66,8,8
7367,402020,107.95,13,13
7367,401020,144.86,7,7
7367,309020,53.73,45,45
7368,1410020,192.89,30,30
7368,1508000,167.09,5,5
7369,1506000,134.94,8,8
7370,1017000,29.48,8,8
7371,1810020,32.85,8,8
7371,1810120,31.02,8,8
7371,1814020,25.55,24,24
7371,1814120,17.29,41,41
7371,1815000,16.93,16,16
7372,1605800,185.49,9,9
7372,1605920,218.32,45,45
7372,1713000,203.09,8,8
7372,1716000,232.23,44,44
7373,1204020,50.6,101,101
7374,1220000,30.9,8,8
7374,1224000,65.85,52,52
7375,1107000,10.57,7,7
7375,1108000,9.91,8,8
7376,1419000,69.23,10,10
7377,1005020,30.82,77,77
7377,1012000,37.2,12,12
7377,1013000,35.68,8,8
7378,1705000,231.04,8,8
7378,718000,44.87,8,8
7378,810500,155.96,5,5
7378,816000,47.36,8,8
7378,1114000,75.7,5,5
7378,1305000,19.18,13,13
7378,1605910,241.16,5,5
7378,1714000,292.67,5,5
7378,209000,54.92,5,5
7378,709020,61.16,5,5
7378,1605000,198.95,8,8
7378,612000,78.36,8,8
7378,609020,159.22,5,5
7378,511000,79.33,8,8
7378,507020,134.43,5,5
7378,408000,161.57,9,9
7378,407020,205.81,5,5
7378,311000,80.43,8,8
7378,210000,45.53,8,8
7378,109000,43.93,5,5
7378,108000,46.14,8,8
7378,310000,114.82,5,5
7379,1402020,237.92,8,8
7380,340,273.42,11,11
7380,350,309.53,8,8
7380,410,403.17,6,6
7380,240,239.07,9,9
7380,230,192.97,6,6
7380,220,254.43,3,3
7380,420,532.46,6,6
7380,320,303.45,12,12
7381,620,384.65,4,4
7381,530,769.85,6,6
7381,540,822.89,6,6
7381,610,367.42,5,5
7382,1110000,83.31,45,45
7382,1111000,57.36,68,68
7383,1605700,177.36,68,68
7383,1712000,270.23,68,68
7384,904000,28.15,8,8
7385,1422000,394.53,45,45
7385,1423000,281.84,68,68
7386,916500,44.62,8,8
7387,917500,32.5,33,33
7388,908000,56.09,113,113
7388,1018000,147.26,5,5
7389,1020000,148.62,45,45
7389,1019000,157.25,7,7
7390,1109000,78.85,10,10
7391,1822000,27.23,113,113
7391,1823000,26.07,113,113
7392,607020,80.68,82,82
7392,805020,26.09,12,12
7392,804520,24.22,26,26
7392,803020,45.98,4,4
7392,720000,24.83,26,26
7392,719000,20.92,5,5
7392,706020,13.53,83,83
7392,702020,20.21,21,21
7392,613000,79.16,4,4
7392,611020,183.14,27,27
7392,1605600,40.23,12,12
7392,814020,75.7,96,96
7392,701020,29.01,4,4
7392,1112000,52.1,4,4
7392,1113000,28.45,13,13
7392,1303020,10.6,22,22
7392,1306000,16.98,31,31
7392,1307000,11.91,88,88
7392,1504000,77.39,11,11
7392,1505000,99.56,96,96
7392,1510020,117.31,4,4
7392,1511000,90.96,26,26
7392,1602020,74.46,4,4
7392,1603020,68.88,16,16
7392,1711000,46.74,12,12
7392,604020,79.38,22,22
7392,1702020,118.37,4,4
7392,201020,28.61,4,4
7392,102020,23.16,26,26
7392,1703020,70.35,16,16
7392,103500,15.89,12,12
7392,101020,45.22,4,4
7392,601020,126.85,4,4
7392,104900,48.87,27,27
7392,202020,18.62,12,12
7392,202500,18.79,4,4
7392,203020,11.51,10,10
7392,204820,11.6,13,13
7392,205020,15.98,71,71
7392,208520,30.85,26,26
7392,301020,46.61,4,4
7392,406020,113.08,26,26
7392,509020,61.78,27,27
7392,505020,47.09,71,71
7392,504020,20.84,13,13
7392,503020,30,9,9
7392,502020,55.27,17,17
7392,302020,30.66,26,26
7392,104320,18.78,71,71
7392,405020,61.97,83,83
7392,403020,101.18,10,10
7392,402020,100.68,16,16
7392,401020,155.28,4,4
7392,309020,55.21,26,26
7392,305020,30.39,83,83
7392,501020,110.16,4,4
7393,1410020,202.76,38,38
7393,1508000,156.42,9,9
7394,1506000,132.53,12,12
7395,1017000,31.15,12,12
7396,1815000,16.58,18,18
7396,1810020,32.94,12,12
7396,1810120,30.45,12,12
7396,1814020,27.01,26,26
7396,1814120,17.26,57,57
7397,1716000,228.91,26,26
7397,1713000,216.62,9,9
7397,1605800,178.88,9,9
7397,1605920,222.46,26,26
7398,1204020,52.21,111,111
7399,1220000,33.56,12,12
7399,1224000,65.43,36,36
7400,1108000,10.02,12,12
7400,1107000,10.02,12,12
7401,1419000,71.3,13,13
7402,1005020,30.48,83,83
7402,1012000,34.08,16,16
7402,1013000,35.69,9,9
7403,1605910,240.46,9,9
7403,1705000,225.75,12,12
7403,1605000,196.77,13,13
7403,1305000,18.78,22,22
7403,1114000,79.16,9,9
7403,816000,45.52,12,12
7403,810500,156.71,9,9
7403,718000,46.1,12,12
7403,709020,65.14,9,9
7403,612000,84.67,13,13
7403,210000,43.79,12,12
7403,1714000,297.71,9,9
7403,108000,46.78,12,12
7403,609020,162.59,9,9
7403,209000,54.72,9,9
7403,310000,112.87,10,10
7403,311000,78.38,12,12
7403,407020,213.03,9,9
7403,408000,161.81,12,12
7403,507020,130.1,9,9
7403,511000,84.16,13,13
7403,109000,44.85,9,9
7404,1402020,231.03,12,12
7405,320,293.99,7,7
7405,420,555.24,9,9
7405,410,387.05,9,9
7405,340,292.85,5,5
7405,230,209.76,11,11
7405,220,244.08,3,3
7405,350,303.5,6,6
7405,240,223.29,10,10
7406,620,359.5,4,4
7406,530,759.11,10,10
7406,540,762.4,5,5
7406,610,347.59,6,6
7407,1110000,78.04,26,26
7407,1111000,53.97,70,70
7408,1605700,177.28,70,70
7408,1712000,257.73,70,70
7409,904000,29.9,12,12
7410,1422000,413.25,26,26
7410,1423000,293.51,70,70
7411,916500,46.98,12,12
7412,917500,33.69,38,38
7413,908000,60.82,96,96
7413,1018000,152.53,9,9
7414,1019000,166.99,4,4
7414,1020000,148.32,26,26
7415,1109000,78.2,13,13
7416,1822000,25.12,96,96
7416,1823000,24.9,96,96
7417,613000,83.02,7,7
7417,814020,80.25,105,105
7417,804520,25.93,29,29
7417,803020,45.51,14,14
7417,720000,26.18,36,36
7417,719000,22.05,7,7
7417,706020,13.09,80,80
7417,701020,28.57,15,15
7417,1307000,12.21,87,87
7417,611020,168,35,35
7417,607020,78.37,80,80
7417,702020,19.08,23,23
7417,1113000,29.96,19,19
7417,604020,79.93,22,22
7417,1306000,17.01,50,50
7417,805020,24.83,11,11
7417,1504000,79.21,10,10
7417,1505000,99.25,104,104
7417,1510020,108.95,14,14
7417,1511000,84.88,28,28
7417,1602020,71.37,15,15
7417,1603020,65.59,17,17
7417,1605600,39.09,10,10
7417,1702020,120.57,14,14
7417,1703020,70.56,17,17
7417,1711000,44.35,9,9
7417,1303020,10.78,23,23
7417,302020,28.49,28,28
7417,1112000,54.05,14,14
7417,101020,44.18,15,15
7417,102020,22.86,29,29
7417,103500,16.97,10,10
7417,104320,18.7,70,70
7417,104900,49.2,35,35
7417,201020,29.14,14,14
7417,202020,18.58,10,10
7417,202500,19.29,7,7
7417,203020,12.02,13,13
7417,204820,11.44,10,10
7417,205020,15.51,70,70
7417,601020,129.1,15,15
7417,301020,47.67,14,14
7417,305020,30.69,79,79
7417,309020,54.17,35,35
7417,401020,148.39,14,14
7417,402020,104.62,16,16
7417,403020,97.36,12,12
7417,405020,66.01,79,79
7417,406020,118.14,36,36
7417,501020,104.18,15,15
7417,502020,53.88,16,16
7417,503020,28.1,13,13
7417,504020,20.78,10,10
7417,505020,46.33,69,69
7417,509020,63.73,35,35
7417,208520,29.98,36,36
7418,1410020,186.86,36,36
7418,1508000,156.2,5,5
7419,1506000,130.47,7,7
7420,1017000,31.22,7,7
7421,1810020,30.54,11,11
7421,1810120,33.48,11,11
7421,1814020,26.57,39,39
7421,1814120,17.71,47,47
7421,1815000,16.23,24,24
7422,1605800,188.11,12,12
7422,1605920,207.13,35,35
7422,1713000,212.43,13,13
7422,1716000,245.77,36,36
7423,1204020,49.08,112,112
7424,1224000,64.75,47,47
7424,1220000,33.28,11,11
7425,1107000,9.88,10,10
7425,1108000,10.56,7,7
7426,1419000,72.25,18,18
7427,1005020,29.28,79,79
7427,1012000,34.02,16,16
7427,1013000,37.41,12,12
7428,1705000,221.96,7,7
7428,718000,44.62,7,7
7428,709020,65.26,5,5
7428,816000,47.54,7,7
7428,1114000,81.4,5,5
7428,1305000,18.22,12,12
7428,1605910,248.07,5,5
7428,1714000,292.17,5,5
7428,612000,84.72,7,7
7428,1605000,185.32,7,7
7428,310000,112.59,5,5
7428,609020,160.72,5,5
7428,108000,45.65,7,7
7428,109000,47.72,5,5
7428,210000,43.84,7,7
7428,311000,75.03,7,7
7428,407020,202.37,5,5
7428,408000,158.9,7,7
7428,507020,129.96,5,5
7428,810500,163.2,5,5
7428,511000,83.8,7,7
7428,209000,55,5,5
7429,1402020,232.39,10,10
7430,320,314.27,10,10
7430,340,272.13,9,9
7430,420,564.16,4,4
7430,410,378.16,12,12
7430,240,226.95,8,8
7430,230,205.58,8,8
7430,220,257.54,4,4
7430,350,306.69,10,10
7431,620,381.58,4,4
7431,530,746.1,4,4
7431,540,787.81,9,9
7431,610,361.01,8,8
7432,1110000,81.99,36,36
7432,1111000,53.96,70,70
7433,1605700,174.26,69,69
7433,1712000,269.72,69,69
7434,904000,29.14,10,10
7435,1422000,425.06,35,35
7435,1423000,288.32,68,68
7436,916500,43.62,7,7
7437,917500,31.95,48,48
7438,1018000,156.68,5,5
7438,908000,56.73,104,104
7439,1019000,164.97,14,14
7439,1020000,148.31,35,35
7440,1109000,76.32,10,10
7441,1822000,27.17,105,105
7441,1823000,24.78,105,105
7442,702020,20.23,27,27
7442,1112000,53.21,2,2
7442,814020,79.67,97,97
7442,805020,27.19,14,14
7442,804520,25.79,29,29
7442,803020,44.37,2,2
7442,720000,25.35,39,39
7442,1113000,29.97,18,18
7442,706020,12.95,73,73
7442,202500,19.77,3,3
7442,701020,27.52,2,2
7442,613000,84.8,3,3
7442,611020,177.45,39,39
7442,719000,21.09,3,3
7442,1303020,11.49,31,31
7442,1306000,16.1,41,41
7442,1504000,76.7,14,14
7442,1505000,99.54,97,97
7442,1510020,112.08,2,2
7442,1511000,91.2,30,30
7442,1602020,73.02,2,2
7442,1603020,65.31,14,14
7442,1605600,37.87,14,14
7442,1702020,110.52,2,2
7442,1703020,71.2,14,14
7442,1711000,45.55,14,14
7442,607020,81.43,72,72
7442,1307000,12.48,72,72
7442,309020,55.82,40,40
7442,101020,42.89,1,1
7442,102020,22.29,30,30
7442,103500,15.59,14,14
7442,104320,18.86,58,58
7442,104900,47.51,40,40
7442,201020,28.47,2,2
7442,202020,18.92,12,12
7442,203020,11.9,16,16
7442,205020,15.63,59,59
7442,208520,29.28,39,39
7442,301020,45.55,2,2
7442,204820,11.71,15,15
7442,305020,30.77,73,73
7442,604020,74.82,27,27
7442,401020,146.87,2,2
7442,402020,105.18,15,15
7442,403020,98.92,15,15
7442,405020,65.34,72,72
7442,406020,109.97,39,39
7442,501020,106.97,2,2
7442,502020,56.46,15,15
7442,503020,29.94,15,15
7442,504020,19.81,14,14
7442,505020,43.52,58,58
7442,509020,60.96,40,40
7442,601020,131.07,2,2
7442,302020,30.56,30,30
7443,1410020,194.02,26,26
7443,1508000,170.52,4,4
7444,1506000,127.58,9,9
7445,1017000,29.33,10,10
7446,1815000,16.7,30,30
7446,1810020,31.12,14,14
7446,1810120,32.97,14,14
7446,1814020,26.25,12,12
7446,1814120,18.58,47,47
7447,1716000,234.76,39,39
7447,1713000,200.92,15,15
7447,1605800,186.11,15,15
7447,1605920,209.43,40,40
7448,1204020,49.31,87,87
7449,1220000,32.65,14,14
7449,1224000,63.58,55,55
7450,1107000,10,14,14
7450,1108000,10.18,8,8
7451,1419000,74.87,19,19
7452,1005020,30.07,73,73
7452,1012000,35.92,14,14
7452,1013000,34.68,15,15
7453,1605910,248.85,4,4
7453,718000,43.64,10,10
7453,810500,149.49,4,4
7453,816000,47.21,10,10
7453,1114000,75.54,4,4
7453,1305000,18.9,13,13
7453,109000,47.09,4,4
7453,1705000,218.91,9,9
7453,1714000,290.96,4,4
7453,709020,66,4,4
7453,1605000,201.6,9,9
7453,612000,84.38,9,9
7453,609020,148.37,4,4
7453,511000,79.96,9,9
7453,507020,129.56,4,4
7453,408000,155.31,9,9
7453,407020,203.23,4,4
7453,311000,77.95,9,9
7453,310000,118.99,4,4
7453,209000,53.83,4,4
7453,108000,43.57,10,10
7453,210000,44.55,10,10
7454,1402020,245.07,15,15
7455,340,266.87,11,11
7455,420,577.18,10,10
7455,350,309.05,10,10
7455,240,227.14,6,6
7455,230,202.75,8,8
7455,220,248.07,4,4
7455,410,376.88,4,4
7455,320,313.6,7,7
7456,530,793.56,10,10
7456,540,777.61,7,7
7456,610,357.34,8,8
7457,1110000,80.3,39,39
7457,1111000,53.36,58,58
7458,1712000,260.83,58,58
7458,1605700,165.23,58,58
7459,904000,30.4,15,15
7460,1422000,407.2,40,40
7460,1423000,292.21,58,58
7461,916500,44.34,10,10
7462,917500,33.37,36,36
7463,1018000,156.42,4,4
7463,908000,57.49,98,98
7464,1019000,162.78,2,2
7464,1020000,160.18,39,39
7465,1109000,77.99,11,11
7466,1822000,26.54,98,98
7466,1823000,25.93,98,98
7467,604020,73.94,29,29
7467,805020,24.99,16,16
7467,804520,24.73,31,31
7467,803020,46.48,4,4
7467,720000,25.17,49,49
7467,719000,21.5,1,1
7467,706020,13.28,79,79
7467,702020,20.24,30,30
7467,613000,77.36,1,1
7467,611020,179.73,49,49
7467,1702020,114.75,4,4
7467,1711000,45.13,15,15
7467,814020,73.02,111,111
7467,701020,28.91,4,4
7467,1112000,51.12,4,4
7467,1113000,27.85,19,19
7467,1303020,11.03,33,33
7467,1306000,15.45,53,53
7467,1307000,11.63,77,77
7467,1504000,76.68,14,14
7467,1505000,92.74,111,111
7467,1510020,116.3,4,4
7467,1511000,89.71,31,31
7467,1602020,76.16,4,4
7467,1605600,37.07,15,15
7467,1703020,69.39,13,13
7467,601020,119.5,4,4
7467,1603020,63.79,13,13
7467,104320,18.57,64,64
7467,509020,60.32,48,48
7467,101020,46.11,4,4
7467,607020,79.43,78,78
7467,103500,15.64,15,15
7467,104900,49.68,48,48
7467,201020,28.64,4,4
7467,202020,18.09,12,12
7467,202500,19.77,1,1
7467,203020,11.75,18,18
7467,204820,11.12,16,16
7467,205020,15.5,63,63
7467,208520,31.6,49,49
7467,301020,47.25,4,4
7467,406020,117.92,49,49
7467,505020,46.22,63,63
7467,504020,19.99,16,16
7467,503020,28.86,18,18
7467,502020,56.4,13,13
7467,302020,29.07,31,31
7467,501020,106.01,4,4
7467,405020,65.29,78,78
7467,403020,96.79,18,18
7467,402020,99.43,13,13
7467,401020,142.35,4,4
7467,309020,54.42,49,49
7467,305020,29.07,78,78
7467,102020,22.74,31,31
7468,1410020,203.22,24,24
7468,1508000,159.11,3,3
7469,1506000,126.98,5,5
7470,1017000,30.68,5,5
7471,1810020,33.44,16,16
7471,1810120,30.46,16,16
7471,1814020,26.07,14,14
7471,1814120,17.19,37,37
7471,1815000,16.7,34,34
7472,1605920,208.97,48,48
7472,1713000,199.67,17,17
7472,1605800,178.22,18,18
7472,1716000,248.61,48,48
7473,1204020,48.79,88,88
7474,1220000,31.92,15,15
7474,1224000,63.78,66,66
7475,1107000,10.75,15,15
7475,1108000,10.91,5,5
7476,1419000,70.69,18,18
7477,1013000,36.3,17,17
7477,1012000,34.56,13,13
7477,1005020,29.27,78,78
7478,1705000,219.85,5,5
7478,1714000,279.81,3,3
7478,1605910,231.51,3,3
7478,1605000,188.56,5,5
7478,1305000,18.87,8,8
7478,1114000,81.26,3,3
7478,816000,45.27,5,5
7478,810500,160.54,3,3
7478,718000,45,5,5
7478,709020,60.88,3,3
7478,612000,85.06,5,5
7478,210000,47.08,5,5
7478,108000,46.32,5,5
7478,609020,153.37,3,3
7478,209000,53.24,3,3
7478,310000,111.59,3,3
7478,311000,76.32,5,5
7478,407020,216.26,3,3
7478,408000,166.69,5,5
7478,507020,135,3,3
7478,511000,84.88,5,5
7478,109000,43.48,3,3
7479,1402020,235.73,15,15
7480,320,307.74,7,7
7480,420,559.2,9,9
7480,410,388.78,7,7
7480,340,268.59,6,6
7480,230,195.1,9,9
7480,220,255.33,2,2
7480,350,300.08,11,11
7480,240,221.19,6,6
7481,620,375.28,8,8
7481,530,776.67,12,12
7481,540,824.63,7,7
7481,610,341.12,8,8
7482,1110000,78.7,49,49
7482,1111000,53.3,63,63
7483,1605700,165.36,62,62
7483,1712000,259.36,62,62
7484,904000,30.7,15,15
7485,1422000,407.71,48,48
7485,1423000,290.48,63,63
7486,916500,44.6,5,5
7487,917500,32.56,37,37
7488,908000,57.27,111,111
7488,1018000,155.83,3,3
7489,1019000,161.33,4,4
7489,1020000,154.68,49,49
7490,1109000,78.81,12,12
7491,1822000,25.74,111,111
7491,1823000,24.82,111,111
7492,613000,79.73,2,2
7492,814020,76.5,88,88
7492,804520,24.49,41,41
7492,803020,43.4,6,6
7492,720000,26.3,35,35
7492,719000,21.46,2,2
7492,706020,12.47,72,72
7492,701020,26.57,6,6
7492,1307000,12.52,74,74
7492,611020,175.64,34,34
7492,607020,74.37,71,71
7492,702020,18.58,38,38
7492,1113000,27.81,22,22
7492,604020,77.07,38,38
7492,1306000,15.84,41,41
7492,805020,26.09,17,17
7492,1504000,77.43,17,17
7492,1505000,96.05,88,88
7492,1510020,110.47,6,6
7492,1511000,84.39,39,39
7492,1602020,76.59,6,6
7492,1603020,69.9,20,20
7492,1605600,36.87,16,16
7492,1702020,111.8,6,6
7492,1703020,67.91,19,19
7492,1711000,42.99,17,17
7492,1303020,10.72,39,39
7492,302020,29.05,40,40
7492,1112000,50.82,6,6
7492,101020,44.94,7,7
7492,102020,23.06,40,40
7492,103500,16.16,17,17
7492,104320,17.82,54,54
7492,104900,51.4,35,35
7492,201020,30.21,6,6
7492,202020,18.22,18,18
7492,202500,18.78,2,2
7492,203020,11.93,21,21
7492,204820,11.56,17,17
7492,205020,15.6,54,54
7492,601020,130.58,6,6
7492,301020,45.48,6,6
7492,305020,29.95,72,72
7492,309020,54.54,34,34
7492,401020,149.11,6,6
7492,402020,100.57,19,19
7492,403020,97.06,20,20
7492,405020,62.76,71,71
7492,406020,116.21,34,34
7492,501020,101.09,6,6
7492,502020,53.25,19,19
7492,503020,29.89,21,21
7492,504020,21.55,18,18
7492,505020,46.43,54,54
7492,509020,61.59,34,34
7492,208520,31.61,34,34
7493,1410020,190.57,39,39
7493,1508000,168.96,6,6
7494,1506000,125,8,8
7495,1017000,29.48,9,9
7496,1810020,31.39,17,17
7496,1810120,32.44,17,17
7496,1814020,25.59,24,24
7496,1814120,17.7,57,57
7496,1815000,16.24,41,41
7497,1605800,181.42,20,20
7497,1605920,219.72,34,34
7497,1713000,199.25,21,21
7497,1716000,229.86,35,35
7498,1204020,48.32,94,94
7499,1224000,65.41,54,54
7499,1220000,33.2,18,18
7500,1107000,10.84,17,17
7500,1108000,9.96,9,9
7501,1419000,74.6,22,22
7502,1005020,30.89,72,72
7502,1012000,34.57,19,19
7502,1013000,35.78,21,21
7503,1605910,234.18,6,6
7503,709020,61.7,6,6
7503,1714000,302.78,6,6
7503,810500,161.74,6,6
7503,718000,47.74,9,9
7503,1114000,75.99,6,6
7503,1605000,203.5,9,9
7503,1705000,228.1,9,9
7503,612000,80.36,9,9
