"MANUFACTURERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
16,30-MAY-01,88873,-33794.21,"Automatic payment of bills",7628
16,17-APR-02,73735,43959.65,"Automatic EOQ Inventory purchase",8472
16,20-JUN-01,73735,35576.01,"Automatic EOQ Inventory purchase",7653
16,08-JUN-01,73735,-34796.34,"Automatic payment of bills",7603
16,09-SEP-01,51512,-34142.86,"Automatic payment of bills",7703
16,20-APR-02,22343,-59347.36,"Automatic payment of bills",8450
16,22-MAY-02,89097,-21930.09,"Automatic payment of bills",7928
16,27-MAY-02,87295,-21991.36,"Automatic payment of bills",7903
16,18-MAY-02,51512,-43959.65,"Automatic payment of bills",8472
16,09-JUN-02,87295,30892.09,"Automatic EOQ Inventory purchase",7953
16,11-MAR-00,87295,56663.05,"Automatic EOQ Inventory purchase",1450
16,06-MAR-01,87295,12581.09,"Automatic EOQ Inventory purchase",7578
16,14-MAY-02,73735,37047.99,"Automatic EOQ Inventory purchase",8494
16,18-MAR-02,88873,59347.36,"Automatic EOQ Inventory purchase",8450
16,21-APR-02,29387,21991.36,"Automatic EOQ Inventory purchase",7903
16,26-JAN-02,88873,31452.56,"Automatic EOQ Inventory purchase",7828
16,23-MAR-02,29387,-28548.29,"Automatic payment of bills",7878
16,17-MAR-02,29387,-27707.14,"Automatic payment of bills",7853
16,08-MAR-02,22343,28548.29,"Automatic EOQ Inventory purchase",7878
16,06-MAR-02,89097,-3867.19,"Automatic payment of bills",8428
16,11-FEB-02,29387,-27579.25,"Automatic payment of bills",7803
16,09-FEB-02,29387,-31452.56,"Automatic payment of bills",7828
16,06-FEB-02,89097,27707.14,"Automatic EOQ Inventory purchase",7853
16,04-FEB-02,73735,3867.19,"Automatic EOQ Inventory purchase",8428
16,02-MAY-02,15293,21930.09,"Automatic EOQ Inventory purchase",7928
16,18-FEB-00,73735,-75337.12,"Automatic payment of bills",7249
16,07-JUN-00,87295,-3903.34,"Automatic payment of bills",7310
16,09-MAY-00,88873,7607.35,"Automatic EOQ Inventory purchase",7328
16,06-MAY-00,22343,3903.34,"Automatic EOQ Inventory purchase",7310
16,15-APR-00,22343,-56663.05,"Automatic payment of bills",1450
16,23-MAR-00,29387,-16746,"Automatic payment of bills",7274
16,07-MAR-00,89097,4723.47,"Automatic EOQ Inventory purchase",7291
16,04-MAR-00,89097,-30208.41,"Automatic payment of bills",1425
16,02-APR-00,87295,-4723.47,"Automatic payment of bills",7291
16,20-FEB-00,22343,16746,"Automatic EOQ Inventory purchase",7274
16,15-JUL-00,51512,16098.24,"Automatic EOQ Inventory purchase",7378
16,09-FEB-00,88873,41727.62,"Automatic refund for overpayment",1374
16,02-FEB-00,73735,30208.41,"Automatic EOQ Inventory purchase",1425
16,31-JAN-00,88873,-44700.92,"Automatic payment of bills",1399
16,11-JUN-02,87295,-37047.99,"Automatic payment of bills",8494
16,23-MAY-04,15293,-63342.87,"Automatic payment of bills",9056
16,14-JAN-00,51512,-41727.62,"Automatic payment of bills",1374
16,20-JAN-00,88873,75337.12,"Automatic EOQ Inventory purchase",7249
16,03-MAR-05,29387,-60335.89,"Automatic payment of bills",9333
16,29-NOV-00,88873,-15429.87,"Automatic payment of bills",7453
16,05-MAR-01,22343,-18035.31,"Automatic payment of bills",7528
16,23-FEB-01,89097,17902.82,"Automatic refund for overpayment",7503
16,03-FEB-01,73735,9336.4,"Automatic refund for overpayment",7478
16,01-FEB-01,22343,19359.71,"Automatic EOQ Inventory purchase",7553
16,26-JAN-01,15293,-17902.82,"Automatic payment of bills",7503
16,16-JAN-01,15293,18035.31,"Automatic EOQ Inventory purchase",7528
16,07-JAN-01,29387,-9336.4,"Automatic payment of bills",7478
16,13-JUN-00,87295,-7607.35,"Automatic payment of bills",7328
16,06-DEC-00,73735,9336.4,"Automatic EOQ Inventory purchase",7478
16,23-JUN-00,88873,15669.52,"Automatic EOQ Inventory purchase",7353
16,09-NOV-00,22343,15429.87,"Automatic EOQ Inventory purchase",7453
16,30-OCT-00,15293,-14569.25,"Automatic payment of bills",7428
16,07-OCT-00,51512,14569.25,"Automatic EOQ Inventory purchase",7428
16,22-SEP-00,51512,-25967.54,"Automatic payment of bills",7403
16,24-AUG-00,51512,25967.54,"Automatic EOQ Inventory purchase",7403
16,20-AUG-00,87295,-16098.24,"Automatic payment of bills",7378
16,30-JUL-00,73735,-15669.52,"Automatic payment of bills",7353
16,06-MAR-01,87295,-19359.71,"Automatic payment of bills",7553
16,20-DEC-00,22343,17902.82,"Automatic EOQ Inventory purchase",7503
16,05-DEC-03,88873,-37702.42,"Automatic payment of bills",8926
16,10-MAY-04,87295,48509.98,"Automatic EOQ Inventory purchase",9083
16,09-APR-04,88873,-74879.92,"Automatic payment of bills",9030
16,18-MAR-04,15293,-58781.75,"Automatic payment of bills",9004
16,12-MAR-04,87295,74879.92,"Automatic EOQ Inventory purchase",9030
16,17-FEB-04,15293,58781.75,"Automatic EOQ Inventory purchase",9004
16,08-FEB-04,22343,-79258.12,"Automatic payment of bills",8978
16,16-JAN-04,88873,-60597.87,"Automatic payment of bills",8952
16,19-APR-04,88873,63342.87,"Automatic EOQ Inventory purchase",9056
16,16-DEC-03,22343,60597.87,"Automatic EOQ Inventory purchase",8952
16,12-JUL-04,89097,-42523.37,"Automatic payment of bills",9110
16,10-NOV-03,87295,37702.42,"Automatic EOQ Inventory purchase",8926
16,04-NOV-03,88873,-21164.05,"Automatic payment of bills",8900
16,10-OCT-03,51512,-31632.73,"Automatic payment of bills",8875
16,07-OCT-03,29387,21164.05,"Automatic EOQ Inventory purchase",8900
16,12-SEP-03,88873,31632.73,"Automatic EOQ Inventory purchase",8875
16,08-SEP-03,88873,-26193.46,"Automatic payment of bills",8850
16,10-AUG-03,51512,-56320.74,"Automatic payment of bills",8825
16,08-JAN-04,51512,79258.12,"Automatic EOQ Inventory purchase",8978
16,03-NOV-04,15293,-24248.35,"Automatic payment of bills",9221
16,13-JUL-99,88873,-81518.56,"Automatic payment of bills",1225
16,03-JAN-00,29387,44700.92,"Automatic EOQ Inventory purchase",1399
16,02-FEB-05,22343,60335.89,"Automatic EOQ Inventory purchase",9333
16,02-FEB-05,15293,-81292.57,"Automatic payment of bills",9305
16,18-JAN-05,22343,-79142.79,"Automatic payment of bills",9277
16,04-JAN-05,51512,81292.57,"Automatic EOQ Inventory purchase",9305
16,17-DEC-04,29387,79142.79,"Automatic EOQ Inventory purchase",9277
16,08-JUN-04,15293,-48509.98,"Automatic payment of bills",9083
16,16-NOV-04,22343,33884.52,"Automatic EOQ Inventory purchase",9249
16,14-JUN-04,87295,42523.37,"Automatic EOQ Inventory purchase",9110
16,14-OCT-04,88873,-57008.11,"Automatic payment of bills",9193
16,07-OCT-04,73735,24248.35,"Automatic EOQ Inventory purchase",9221
16,11-SEP-04,29387,57008.11,"Automatic EOQ Inventory purchase",9193
16,01-SEP-04,88873,-35280.25,"Automatic payment of bills",9165
16,13-AUG-04,87295,-33453.35,"Automatic payment of bills",9137
16,03-AUG-04,88873,35280.25,"Automatic EOQ Inventory purchase",9165
16,16-JUL-04,73735,33453.35,"Automatic EOQ Inventory purchase",9137
16,10-JUL-03,73735,56320.74,"Automatic EOQ Inventory purchase",8825
16,15-DEC-04,73735,-33884.52,"Automatic payment of bills",9249
16,10-SEP-02,51512,-29662.77,"Automatic payment of bills",8003
16,09-AUG-03,87295,26193.46,"Automatic EOQ Inventory purchase",8850
16,02-NOV-02,51512,29700.3,"Automatic EOQ Inventory purchase",8053
16,30-OCT-02,88873,-22314.68,"Automatic payment of bills",8607
16,12-OCT-02,29387,-23497.43,"Automatic payment of bills",8028
16,10-OCT-02,22343,-52406.41,"Automatic payment of bills",8585
16,02-OCT-02,73735,22314.68,"Automatic EOQ Inventory purchase",8607
16,19-SEP-02,89097,23497.43,"Automatic EOQ Inventory purchase",8028
16,04-NOV-02,87295,33340.92,"Automatic EOQ Inventory purchase",8078
16,10-SEP-02,73735,52406.41,"Automatic EOQ Inventory purchase",8585
16,29-NOV-02,22343,-36854.01,"Automatic payment of bills",8629
16,22-AUG-02,22343,29662.77,"Automatic EOQ Inventory purchase",8003
16,18-AUG-02,88873,-41860.49,"Automatic payment of bills",8539
16,18-AUG-02,88873,-20053.13,"Automatic payment of bills",7978
16,16-AUG-02,87295,45515.6,"Automatic EOQ Inventory purchase",8562
16,22-JUL-02,87295,20053.13,"Automatic EOQ Inventory purchase",7978
16,18-JUL-02,89097,41860.49,"Automatic EOQ Inventory purchase",8539
16,17-JUL-02,87295,-22587.07,"Automatic payment of bills",8517
16,17-JUL-02,88873,-30892.09,"Automatic payment of bills",7953
16,17-SEP-02,88873,-45515.6,"Automatic payment of bills",8562
16,12-FEB-03,89097,-68244.76,"Automatic payment of bills",8674
16,12-JUN-02,88873,22587.07,"Automatic EOQ Inventory purchase",8517
16,18-JUN-03,88873,-75215.5,"Automatic payment of bills",8775
16,11-JUN-03,29387,65132.1,"Automatic EOQ Inventory purchase",8800
16,18-MAY-03,73735,75215.5,"Automatic EOQ Inventory purchase",8775
16,28-APR-03,29387,-59580.88,"Automatic payment of bills",8749
16,12-APR-03,87295,-64614.38,"Automatic payment of bills",8723
16,04-APR-03,89097,59580.88,"Automatic EOQ Inventory purchase",8749
16,03-NOV-02,29387,36854.01,"Automatic EOQ Inventory purchase",8629
16,04-MAR-03,89097,-69347.14,"Automatic payment of bills",8698
16,12-JUL-03,29387,-65132.1,"Automatic payment of bills",8800
16,07-FEB-03,15293,-35090.34,"Automatic payment of bills",8103
16,04-FEB-03,73735,69347.14,"Automatic EOQ Inventory purchase",8698
16,08-JAN-03,87295,68244.76,"Automatic EOQ Inventory purchase",8674
16,05-JAN-03,87295,-56721.45,"Automatic payment of bills",8651
16,31-DEC-02,73735,35090.34,"Automatic EOQ Inventory purchase",8103
16,19-DEC-02,51512,-33340.92,"Automatic payment of bills",8078
16,04-DEC-02,87295,56721.45,"Automatic EOQ Inventory purchase",8651
16,03-DEC-02,51512,-29700.3,"Automatic payment of bills",8053
16,12-MAR-03,88873,64614.38,"Automatic EOQ Inventory purchase",8723
16,11-SEP-95,87295,6902.08,"Automatic EOQ Inventory purchase",377
16,08-FEB-96,22343,-8895.8,"Automatic payment of bills",445
16,12-JAN-96,73735,-8274.71,"Automatic payment of bills",428
16,07-JAN-96,89097,8895.8,"Automatic EOQ Inventory purchase",445
16,16-DEC-95,51512,8274.71,"Automatic EOQ Inventory purchase",428
16,15-DEC-95,73735,-4786.35,"Automatic payment of bills",411
16,13-NOV-95,73735,4786.35,"Automatic EOQ Inventory purchase",411
16,10-NOV-95,22343,-5908.04,"Automatic payment of bills",394
16,13-APR-95,51512,-8459.77,"Automatic payment of bills",275
16,09-OCT-95,89097,-6902.08,"Automatic payment of bills",377
16,15-MAR-96,29387,2605.44,"Automatic EOQ Inventory purchase",479
16,08-SEP-95,88873,-8667.99,"Automatic payment of bills",360
16,02-AUG-95,87295,-6762.96,"Automatic payment of bills",343
16,02-JUL-95,22343,6762.96,"Automatic EOQ Inventory purchase",343
16,19-JUN-95,22343,-5818.61,"Automatic payment of bills",309
16,03-JUN-95,22343,5225.56,"Automatic EOQ Inventory purchase",326
16,14-MAY-95,73735,-2813.31,"Automatic payment of bills",292
16,11-NOV-96,29387,5250.89,"Automatic EOQ Inventory purchase",615
16,09-OCT-95,87295,5908.04,"Automatic EOQ Inventory purchase",394
16,15-JUN-96,73735,-5581.4,"Automatic payment of bills",513
16,04-NOV-96,88873,-5243.93,"Automatic payment of bills",598
16,07-OCT-96,22343,5243.93,"Automatic EOQ Inventory purchase",598
16,29-SEP-96,89097,-3815.93,"Automatic payment of bills",581
16,21-SEP-96,73735,-6957.57,"Automatic payment of bills",564
16,06-SEP-96,87295,3815.93,"Automatic EOQ Inventory purchase",581
16,17-AUG-96,88873,6957.57,"Automatic EOQ Inventory purchase",564
16,05-AUG-96,87295,-5369.54,"Automatic payment of bills",547
16,17-FEB-96,29387,3588.03,"Automatic EOQ Inventory purchase",462
16,05-JUL-96,73735,5369.54,"Automatic EOQ Inventory purchase",547
16,18-FEB-96,22343,8274.71,"Automatic refund for overpayment",428
16,02-JUN-96,29387,6499.28,"Automatic EOQ Inventory purchase",530
16,15-MAY-96,88873,5581.4,"Automatic EOQ Inventory purchase",513
16,07-MAY-96,87295,-2972.07,"Automatic payment of bills",496
16,13-APR-96,22343,-2605.44,"Automatic payment of bills",479
16,08-APR-96,87295,2972.07,"Automatic EOQ Inventory purchase",496
16,19-MAR-96,51512,-3588.03,"Automatic payment of bills",462
16,19-MAR-96,22343,-8274.71,"Automatic payment of bills",428
16,11-APR-95,22343,2813.31,"Automatic EOQ Inventory purchase",292
16,08-JUL-96,87295,-6499.28,"Automatic payment of bills",530
16,05-JUN-94,73735,-957.59,"Automatic payment of bills",62
16,12-OCT-94,89097,1411.43,"Automatic EOQ Inventory purchase",141
16,02-OCT-94,89097,-1377.21,"Automatic payment of bills",123
16,10-SEP-94,22343,-1975.97,"Automatic payment of bills",105
16,05-SEP-94,29387,1377.21,"Automatic EOQ Inventory purchase",123
16,12-AUG-94,51512,1975.97,"Automatic EOQ Inventory purchase",105
16,04-AUG-94,89097,-1155.31,"Automatic payment of bills",88
16,11-JUL-94,87295,-1775.2,"Automatic payment of bills",74
16,12-MAY-95,51512,5818.61,"Automatic EOQ Inventory purchase",309
16,14-JUN-94,15293,1775.2,"Automatic EOQ Inventory purchase",74
16,18-NOV-94,15293,1725.14,"Automatic EOQ Inventory purchase",159
16,07-MAY-94,87295,-294.49,"Automatic payment of bills",52
16,06-MAY-94,88873,957.59,"Automatic EOQ Inventory purchase",62
16,11-APR-94,87295,294.49,"Automatic EOQ Inventory purchase",52
18,15-MAR-98,29387,-24122.26,"Automatic payment of bills",908
18,01-JUN-98,88873,-41785.46,"Automatic payment of bills",968
18,08-APR-98,15293,43336.17,"Automatic EOQ Inventory purchase",948
18,04-MAY-98,89097,41785.46,"Automatic EOQ Inventory purchase",968
18,02-MAR-98,88873,36026.36,"Automatic EOQ Inventory purchase",928
18,08-MAY-98,73735,-43336.17,"Automatic payment of bills",948
18,07-FEB-98,87295,24122.26,"Automatic EOQ Inventory purchase",908
18,09-JUN-98,87295,39261.11,"Automatic EOQ Inventory purchase",988
18,02-JUL-98,88873,43407.11,"Automatic EOQ Inventory purchase",1008
18,07-JUL-98,88873,-39261.11,"Automatic payment of bills",988
18,31-JUL-98,15293,-43407.11,"Automatic payment of bills",1008
18,10-SEP-98,87295,41835.85,"Automatic EOQ Inventory purchase",1048
18,28-JAN-98,22343,-19529.22,"Automatic payment of bills",888
18,04-MAY-97,15293,20186.94,"Automatic EOQ Inventory purchase",728
18,11-SEP-98,22343,-44894.39,"Automatic payment of bills",1028
18,06-OCT-98,22343,40578.75,"Automatic EOQ Inventory purchase",1068
18,11-AUG-98,22343,44894.39,"Automatic EOQ Inventory purchase",1028
18,31-AUG-97,22343,-20025.53,"Automatic payment of bills",788
18,04-FEB-00,89097,3777.18,"Automatic EOQ Inventory purchase",1426
18,09-OCT-98,22343,-41835.85,"Automatic payment of bills",1048
18,08-APR-97,29387,-21549.2,"Automatic payment of bills",688
18,11-APR-97,51512,21722.77,"Automatic EOQ Inventory purchase",708
18,11-MAY-97,87295,-21722.77,"Automatic payment of bills",708
18,19-JUN-97,15293,23941.37,"Automatic EOQ Inventory purchase",748
18,05-JUL-97,51512,20620.78,"Automatic EOQ Inventory purchase",768
18,24-JUL-97,22343,-23941.37,"Automatic payment of bills",748
18,02-JUN-97,88873,-20186.94,"Automatic payment of bills",728
18,03-AUG-97,87295,-20620.78,"Automatic payment of bills",768
18,04-JAN-98,51512,-19466.91,"Automatic payment of bills",868
18,05-SEP-97,88873,22671.95,"Automatic EOQ Inventory purchase",808
18,08-OCT-97,87295,-22671.95,"Automatic payment of bills",808
18,19-OCT-97,73735,19142.85,"Automatic EOQ Inventory purchase",828
18,18-NOV-97,15293,-19142.85,"Automatic payment of bills",828
18,19-NOV-97,22343,24647.43,"Automatic EOQ Inventory purchase",848
18,01-DEC-97,87295,19466.91,"Automatic EOQ Inventory purchase",868
18,18-DEC-97,87295,-24647.43,"Automatic payment of bills",848
18,02-JAN-98,88873,19529.22,"Automatic EOQ Inventory purchase",888
18,01-AUG-97,88873,20025.53,"Automatic EOQ Inventory purchase",788
18,21-MAR-97,51512,-26080.47,"Automatic payment of bills",634
18,29-JAN-00,89097,19669.61,"Automatic EOQ Inventory purchase",7251
18,14-SEP-99,15293,-3442.33,"Automatic payment of bills",1276
18,05-OCT-99,73735,-2958.53,"Automatic payment of bills",1301
18,07-OCT-99,22343,1894.28,"Automatic EOQ Inventory purchase",1325
18,06-NOV-99,87295,-1894.28,"Automatic payment of bills",1325
18,07-NOV-99,29387,1971.58,"Automatic EOQ Inventory purchase",1350
18,08-DEC-99,87295,-1971.58,"Automatic payment of bills",1350
18,13-DEC-99,73735,4579.12,"Automatic EOQ Inventory purchase",1375
18,15-AUG-99,73735,3442.33,"Automatic EOQ Inventory purchase",1276
18,21-JAN-00,15293,-4579.12,"Automatic payment of bills",1375
18,01-AUG-99,29387,-5145.4,"Automatic payment of bills",1251
18,03-FEB-00,22343,-3770.26,"Automatic payment of bills",1400
18,06-NOV-95,15293,4483.19,"Automatic EOQ Inventory purchase",413
18,27-FEB-00,22343,2845.88,"Automatic EOQ Inventory purchase",7293
18,28-FEB-00,88873,-19669.61,"Automatic payment of bills",7251
18,29-FEB-00,29387,4579.12,"Automatic refund for overpayment",1375
18,03-MAR-00,88873,3652.91,"Automatic EOQ Inventory purchase",1451
18,06-MAR-00,29387,-3777.18,"Automatic payment of bills",1426
18,03-APR-00,29387,-3652.91,"Automatic payment of bills",1451
18,04-JAN-00,73735,3770.26,"Automatic EOQ Inventory purchase",1400
18,15-MAR-99,51512,1923.02,"Automatic EOQ Inventory purchase",1151
18,09-NOV-98,88873,39713.64,"Automatic EOQ Inventory purchase",1088
18,10-DEC-98,51512,-39713.64,"Automatic payment of bills",1088
18,16-DEC-98,15293,4932.54,"Automatic EOQ Inventory purchase",8131
18,18-DEC-98,22343,11309.87,"Automatic EOQ Inventory purchase",1108
18,02-JAN-99,88873,12277.17,"Automatic EOQ Inventory purchase",8151
18,19-JAN-99,22343,-11309.87,"Automatic payment of bills",1108
18,14-FEB-99,73735,252.99,"Automatic EOQ Inventory purchase",1126
18,14-FEB-99,29387,4411.62,"Automatic EOQ Inventory purchase",8171
18,03-SEP-99,15293,2958.53,"Automatic EOQ Inventory purchase",1301
18,15-MAR-99,87295,-252.99,"Automatic payment of bills",1126
18,03-NOV-98,73735,-40578.75,"Automatic payment of bills",1068
18,14-APR-99,73735,-1923.02,"Automatic payment of bills",1151
18,17-APR-99,29387,4498.94,"Automatic EOQ Inventory purchase",1176
18,09-MAY-99,88873,4487.81,"Automatic EOQ Inventory purchase",1201
18,16-MAY-99,51512,-4498.94,"Automatic payment of bills",1176
18,05-JUN-99,87295,-4487.81,"Automatic payment of bills",1201
18,05-JUN-99,73735,2079.47,"Automatic EOQ Inventory purchase",1226
18,29-JUN-99,87295,-2079.47,"Automatic payment of bills",1226
18,10-JUL-99,73735,5145.4,"Automatic EOQ Inventory purchase",1251
18,24-FEB-99,87295,11309.87,"Automatic refund for overpayment",1108
18,15-MAR-95,29387,-693.7,"Automatic payment of bills",243
18,19-DEC-94,73735,8668.48,"Automatic EOQ Inventory purchase",179
18,14-JAN-95,51512,-8668.48,"Automatic payment of bills",179
18,19-JAN-95,51512,7121.55,"Automatic EOQ Inventory purchase",197
18,12-FEB-95,87295,693.7,"Automatic EOQ Inventory purchase",243
18,14-FEB-95,88873,8668.48,"Automatic refund for overpayment",179
18,14-FEB-95,73735,4643.39,"Automatic EOQ Inventory purchase",260
18,18-FEB-95,51512,-7121.55,"Automatic payment of bills",197
18,10-JUL-95,15293,-6422.51,"Automatic payment of bills",328
18,14-MAR-95,87295,-8668.48,"Automatic payment of bills",179
18,04-NOV-94,89097,-6391.81,"Automatic payment of bills",143
18,17-MAR-95,73735,-4643.39,"Automatic payment of bills",260
18,10-APR-95,89097,-6931.28,"Automatic payment of bills",277
18,15-APR-95,15293,6597.31,"Automatic EOQ Inventory purchase",294
18,10-MAY-95,15293,6252.34,"Automatic EOQ Inventory purchase",311
18,12-MAY-95,29387,-6597.31,"Automatic payment of bills",294
18,11-JUN-95,73735,-6252.34,"Automatic payment of bills",311
18,13-JUN-95,73735,6422.51,"Automatic EOQ Inventory purchase",328
18,12-DEC-95,29387,7273.71,"Automatic EOQ Inventory purchase",430
18,11-MAR-95,29387,6931.28,"Automatic EOQ Inventory purchase",277
18,14-JUL-94,51512,-2070.66,"Automatic payment of bills",76
18,17-MAY-00,87295,3608.43,"Automatic EOQ Inventory purchase",7329
18,01-JAN-94,87295,59855.5,"Initial Purchase for startup",18
18,04-FEB-94,87295,-59855.5,"Automatic payment of bills",18
18,06-FEB-94,73735,1563.49,"Automatic EOQ Inventory purchase",40
18,05-MAR-94,22343,-1563.49,"Automatic payment of bills",40
18,12-APR-94,29387,459.22,"Automatic EOQ Inventory purchase",54
18,04-MAY-94,87295,1548.76,"Automatic EOQ Inventory purchase",64
18,09-MAY-94,15293,-459.22,"Automatic payment of bills",54
18,06-DEC-94,22343,-6015.38,"Automatic payment of bills",161
18,12-JUN-94,88873,2070.66,"Automatic EOQ Inventory purchase",76
18,08-NOV-94,89097,6015.38,"Automatic EOQ Inventory purchase",161
18,17-JUL-94,87295,1350.61,"Automatic EOQ Inventory purchase",90
18,16-AUG-94,22343,6593.83,"Automatic EOQ Inventory purchase",107
18,23-AUG-94,51512,-1350.61,"Automatic payment of bills",90
18,09-SEP-94,29387,4736.77,"Automatic EOQ Inventory purchase",125
18,16-SEP-94,15293,-6593.83,"Automatic payment of bills",107
18,05-OCT-94,22343,-4736.77,"Automatic payment of bills",125
18,05-OCT-94,15293,6391.81,"Automatic EOQ Inventory purchase",143
18,04-AUG-95,22343,-7103.29,"Automatic payment of bills",345
18,07-JUN-94,87295,-1548.76,"Automatic payment of bills",64
18,11-NOV-96,51512,24133.18,"Automatic EOQ Inventory purchase",617
18,14-JUL-96,29387,-25145.08,"Automatic payment of bills",532
18,17-JUL-96,22343,20513.57,"Automatic EOQ Inventory purchase",549
18,02-AUG-96,87295,21828.2,"Automatic EOQ Inventory purchase",566
18,14-AUG-96,87295,-20513.57,"Automatic payment of bills",549
18,01-SEP-96,15293,-21828.2,"Automatic payment of bills",566
18,08-SEP-96,73735,25929.15,"Automatic EOQ Inventory purchase",583
18,07-OCT-96,29387,-25929.15,"Automatic payment of bills",583
18,06-JUL-95,15293,7103.29,"Automatic EOQ Inventory purchase",345
18,09-NOV-96,87295,-19901.16,"Automatic payment of bills",600
18,04-MAY-96,29387,26061.36,"Automatic EOQ Inventory purchase",515
18,11-DEC-96,22343,-24133.18,"Automatic payment of bills",617
18,15-DEC-96,51512,26080.47,"Automatic EOQ Inventory purchase",634
18,08-JAN-97,87295,21402.85,"Automatic EOQ Inventory purchase",651
18,18-JAN-97,29387,-26080.47,"Automatic payment of bills",634
18,07-FEB-97,29387,-21402.85,"Automatic payment of bills",651
18,13-FEB-97,15293,12553.63,"Automatic EOQ Inventory purchase",669
18,18-FEB-97,73735,26080.47,"Automatic refund for overpayment",634
18,08-MAR-97,51512,21549.2,"Automatic EOQ Inventory purchase",688
18,10-OCT-96,29387,19901.16,"Automatic EOQ Inventory purchase",600
18,13-FEB-96,51512,7273.71,"Automatic refund for overpayment",430
18,11-AUG-95,22343,5960.18,"Automatic EOQ Inventory purchase",362
18,07-SEP-95,29387,9008.88,"Automatic EOQ Inventory purchase",379
18,14-SEP-95,89097,-5960.18,"Automatic payment of bills",362
18,02-OCT-95,51512,8426.42,"Automatic EOQ Inventory purchase",396
18,03-OCT-95,87295,-9008.88,"Automatic payment of bills",379
18,31-OCT-95,87295,-8426.42,"Automatic payment of bills",396
18,05-DEC-95,88873,-4483.19,"Automatic payment of bills",413
18,07-JAN-96,51512,6625.54,"Automatic EOQ Inventory purchase",447
18,16-JUN-96,29387,25145.08,"Automatic EOQ Inventory purchase",532
18,06-FEB-96,73735,-6625.54,"Automatic payment of bills",447
18,31-MAY-96,88873,-26061.36,"Automatic payment of bills",515
18,17-FEB-96,15293,11228.73,"Automatic EOQ Inventory purchase",464
18,11-MAR-96,73735,22518.23,"Automatic EOQ Inventory purchase",481
18,13-MAR-96,89097,-7273.71,"Automatic payment of bills",430
18,15-MAR-96,88873,-11228.73,"Automatic payment of bills",464
18,03-APR-96,73735,23743.21,"Automatic EOQ Inventory purchase",498
18,12-APR-96,29387,-22518.23,"Automatic payment of bills",481
18,02-MAY-96,22343,-23743.21,"Automatic payment of bills",498
18,15-MAR-97,73735,-12553.63,"Automatic payment of bills",669
18,13-JAN-96,15293,-7273.71,"Automatic payment of bills",430
18,13-DEC-01,15293,4624.77,"Automatic EOQ Inventory purchase",7804
18,12-APR-02,88873,-3481.64,"Automatic payment of bills",7879
18,13-MAR-02,29387,-7854.21,"Automatic payment of bills",7854
18,04-MAR-02,73735,-7693.86,"Automatic payment of bills",7829
18,02-MAR-02,73735,3481.64,"Automatic EOQ Inventory purchase",7879
18,19-FEB-02,89097,7854.21,"Automatic EOQ Inventory purchase",7854
18,09-SEP-01,51512,6427.3,"Automatic EOQ Inventory purchase",7729
18,08-JAN-02,29387,-4624.77,"Automatic payment of bills",7804
18,31-MAY-02,22343,-4383.86,"Automatic payment of bills",7904
18,10-DEC-01,15293,-6686.06,"Automatic payment of bills",7779
18,23-NOV-01,15293,-6045.24,"Automatic payment of bills",7754
18,07-NOV-01,87295,6686.06,"Automatic EOQ Inventory purchase",7779
18,24-OCT-01,22343,6045.24,"Automatic EOQ Inventory purchase",7754
18,17-OCT-01,89097,-6427.3,"Automatic payment of bills",7729
18,13-OCT-01,73735,-5392.89,"Automatic payment of bills",7704
18,27-JAN-02,51512,7693.86,"Automatic EOQ Inventory purchase",7829
18,04-OCT-02,51512,10819.08,"Automatic EOQ Inventory purchase",8029
18,24-APR-00,51512,1717.76,"Automatic EOQ Inventory purchase",7311
18,14-JAN-03,87295,-8681.08,"Automatic payment of bills",8104
18,27-DEC-02,51512,-10069.88,"Automatic payment of bills",8079
18,18-DEC-02,51512,8681.08,"Automatic EOQ Inventory purchase",8104
18,01-DEC-02,88873,10069.88,"Automatic EOQ Inventory purchase",8079
18,09-NOV-02,87295,-10819.08,"Automatic payment of bills",8029
18,27-APR-02,73735,4383.86,"Automatic EOQ Inventory purchase",7904
18,17-OCT-02,15293,13934.82,"Automatic EOQ Inventory purchase",8054
18,22-MAY-02,73735,3852.06,"Automatic EOQ Inventory purchase",7929
18,18-SEP-02,87295,-9323.36,"Automatic payment of bills",8004
18,04-SEP-02,51512,-6021.74,"Automatic payment of bills",7979
18,20-AUG-02,22343,9323.36,"Automatic EOQ Inventory purchase",8004
18,03-AUG-02,87295,6021.74,"Automatic EOQ Inventory purchase",7979
18,23-JUN-02,22343,-3852.06,"Automatic payment of bills",7929
18,07-JUN-02,51512,3652.56,"Automatic EOQ Inventory purchase",7954
18,04-NOV-02,22343,-13934.82,"Automatic payment of bills",8054
18,11-JUL-00,88873,-4633.47,"Automatic payment of bills",7354
18,30-NOV-00,73735,-3615.97,"Automatic payment of bills",7454
18,28-NOV-00,89097,-3442.85,"Automatic payment of bills",7479
18,15-NOV-00,22343,-2252.19,"Automatic payment of bills",7429
18,05-NOV-00,51512,3615.97,"Automatic EOQ Inventory purchase",7454
18,01-NOV-00,51512,3442.85,"Automatic EOQ Inventory purchase",7479
18,07-OCT-00,51512,2252.19,"Automatic EOQ Inventory purchase",7429
18,02-DEC-00,15293,4042.3,"Automatic EOQ Inventory purchase",7504
