PURCHASEORDERID,EMPLOYEEID,MANUFACTURERID,TOTALLIST,SHIPPINGCOST,DISCOUNT,ORDERDATE,RECEIVEDATE,AMOUNTDUE
7458,87295,42,24711.48,20,255.99,1-Oct-00,23-Oct-00,24475.49
7459,73735,44,456,20,17.11,1-Oct-00,22-Oct-00,458.89
7460,88873,45,33236.18,20,731,1-Oct-00,8-Nov-00,32525.18
7461,73735,46,443.4,20,17.08,1-Oct-00,4-Nov-00,446.32
7462,29387,47,1201.32,20,6.06,1-Oct-00,13-Oct-00,1215.26
7463,22343,48,6259.7,20,142.97,1-Oct-00,4-Nov-00,6136.73
7464,51512,49,6572.58,20,186.16,1-Oct-00,3-Oct-00,6406.42
7465,73735,50,857.89,20,30.74,1-Oct-00,7-Nov-00,847.15
7466,73735,52,5142.06,20,116.98,1-Oct-00,1-Nov-00,5045.08
7467,87295,2,87605.89,20,2337.35,1-Nov-00,2-Nov-00,85288.54
7468,15293,3,5354.61,20,89.32,1-Nov-00,30-Nov-00,5285.29
7469,29387,4,634.9,20,23.21,1-Nov-00,14-Nov-00,631.69
7470,22343,5,153.4,20,4.73,1-Nov-00,19-Nov-00,168.67
7471,73735,6,2591.21,20,87.25,1-Nov-00,10-Dec-00,2523.96
7472,73735,8,28566.19,20,1136.45,1-Nov-00,18-Nov-00,27449.74
7473,22343,9,4293.52,20,127.1,1-Nov-00,27-Nov-00,4186.42
7474,87295,10,4688.28,20,11.6,1-Nov-00,9-Dec-00,4696.68
7475,22343,11,215.8,20,6.27,1-Nov-00,27-Nov-00,229.53
7476,87295,14,1272.42,20,30.31,1-Nov-00,3-Dec-00,1262.11
7477,51512,15,3349.44,20,153.74,1-Nov-00,27-Nov-00,3215.7
7478,73735,16,9756.93,20,440.53,1-Nov-00,6-Dec-00,9336.4
7479,51512,18,3535.95,20,113.1,1-Nov-00,1-Nov-00,3442.85
7480,89097,33,18414.56,20,774.34,1-Nov-00,29-Nov-00,17660.22
7481,88873,34,20823.65,20,224.74,1-Nov-00,16-Nov-00,20618.91
7482,15293,39,7214.2,20,291.26,1-Nov-00,8-Nov-00,6942.94
7483,22343,42,26332.64,20,544.21,1-Nov-00,24-Nov-00,25808.43
7484,89097,44,460.5,20,10.97,1-Nov-00,24-Nov-00,469.53
7485,89097,45,37870.32,20,1318.85,1-Nov-00,10-Dec-00,36571.47
7486,51512,46,223,20,4.26,1-Nov-00,3-Nov-00,238.74
7487,51512,47,1204.72,20,45.53,1-Nov-00,3-Dec-00,1179.19
7488,73735,48,6824.46,20,47.34,1-Nov-00,20-Nov-00,6797.12
7489,73735,49,8224.64,20,3.83,1-Nov-00,7-Nov-00,8240.81
7490,88873,50,945.72,20,19.18,1-Nov-00,3-Dec-00,946.54
7775,73735,11,432.55,20,8.01,1-Nov-01,9-Nov-01,444.54
7776,22343,14,1786.8,20,16.62,1-Nov-01,10-Nov-01,1790.18
7777,29387,15,2929.17,20,53.1,1-Nov-01,6-Nov-01,2896.07
7778,87295,16,32643.62,20,943.29,1-Nov-01,22-Nov-01,31720.33
7779,87295,18,6696.76,20,30.7,1-Nov-01,7-Nov-01,6686.06
7780,88873,33,18748.92,20,392.13,1-Nov-01,3-Dec-01,18376.79
7781,51512,34,20333.25,20,571.08,1-Nov-01,11-Nov-01,19782.17
7782,22343,39,5036.19,20,72.56,1-Nov-01,6-Dec-01,4983.63
7783,89097,42,10815.12,20,169.05,1-Nov-01,4-Dec-01,10666.07
7784,29387,44,861.88,20,21.2,1-Nov-01,8-Dec-01,860.68
7785,73735,45,24321.55,20,351.01,1-Nov-01,7-Dec-01,23990.54
7786,87295,46,580.06,20,3.01,1-Nov-01,19-Nov-01,597.05
7787,73735,47,1845.09,20,7.94,1-Nov-01,24-Nov-01,1857.15
7788,87295,48,6041.68,20,236.87,1-Nov-01,18-Nov-01,5824.81
7789,15293,49,7727.78,20,163.51,1-Nov-01,14-Nov-01,7584.27
7790,87295,50,1152.75,20,33.58,1-Nov-01,23-Nov-01,1139.17
7791,73735,52,3614.2,20,167.53,1-Nov-01,12-Nov-01,3466.67
7792,73735,2,79639.98,20,2113.98,1-Dec-01,30-Dec-01,77546
7793,87295,3,12725.34,20,183.36,1-Dec-01,1-Jan-02,12561.98
7794,15293,4,938.91,20,43.1,1-Dec-01,8-Jan-02,915.81
7795,22343,5,206.01,20,4.12,1-Dec-01,27-Dec-01,221.89
7796,88873,6,4325.18,20,9.22,1-Dec-01,29-Dec-01,4335.96
7797,51512,8,24303.29,20,438.8,1-Dec-01,18-Dec-01,23884.49
7798,51512,9,3967.96,20,133.31,1-Dec-01,29-Dec-01,3854.65
7799,87295,10,4358.03,20,60.18,1-Dec-01,21-Dec-01,4317.85
7800,73735,11,277.46,20,12.04,1-Dec-01,31-Dec-01,285.42
7801,89097,14,1672.56,20,40.5,1-Dec-01,24-Dec-01,1652.06
7802,22343,15,2565.19,20,32.51,1-Dec-01,8-Jan-02,2552.68
7803,73735,16,28781.75,20,1222.5,1-Dec-01,7-Jan-02,27579.25
7804,15293,18,4777.36,20,172.59,1-Dec-01,13-Dec-01,4624.77
7805,73735,33,20531.37,20,134.93,1-Dec-01,2-Dec-01,20416.44
7806,89097,34,21035.44,20,980.36,1-Dec-01,6-Jan-02,20075.08
7807,88873,39,3982.08,20,31.12,1-Dec-01,29-Dec-01,3970.96
7808,89097,42,6888,20,60.51,1-Dec-01,25-Dec-01,6847.49
7809,89097,44,546.82,20,20.72,1-Dec-01,11-Dec-01,546.1
7810,87295,45,20502.16,20,490.31,1-Dec-01,19-Dec-01,20031.85
7811,29387,46,318.5,20,11.26,1-Dec-01,7-Dec-01,327.24
7812,73735,47,2328.06,20,0.93,1-Dec-01,4-Dec-01,2347.13
7813,29387,48,5737.35,20,27.91,1-Dec-01,29-Dec-01,5729.44
7814,51512,49,8300.36,20,61.36,1-Dec-01,6-Dec-01,8259
7815,88873,50,1440,20,65.34,1-Dec-01,6-Jan-02,1394.66
7816,22343,52,2950.89,20,121.2,1-Dec-01,13-Dec-01,2849.69
7817,15293,2,78453.12,20,2962.17,1-Jan-02,5-Feb-02,75510.95
7818,73735,3,12010.81,20,273.29,1-Jan-02,9-Feb-02,11757.52
7819,88873,4,1216.17,20,10.32,1-Jan-02,22-Jan-02,1225.85
7820,22343,5,269.01,20,11.91,1-Jan-02,9-Jan-02,277.1
7821,73735,6,5016.37,20,10.84,1-Jan-02,22-Jan-02,5025.53
7822,88873,8,23817.17,20,912.24,1-Jan-02,7-Feb-02,22924.93
7823,29387,9,3818.24,20,22.54,1-Jan-02,26-Jan-02,3815.7
7824,51512,10,4494.39,20,167.16,1-Jan-02,23-Jan-02,4347.23
7825,22343,11,422.85,20,2.99,1-Jan-02,1-Feb-02,439.86
7826,87295,14,1716.72,20,45.81,1-Jan-02,8-Jan-02,1690.91
7827,15293,15,3007.5,20,147.79,1-Jan-02,31-Jan-02,2879.71
7828,88873,16,31771.81,20,339.25,1-Jan-02,26-Jan-02,31452.56
7829,51512,18,7725.44,20,51.58,1-Jan-02,27-Jan-02,7693.86
7830,73735,33,20434.49,20,297.61,1-Jan-02,6-Feb-02,20156.88
7831,87295,34,19901.35,20,422.95,1-Jan-02,26-Jan-02,19498.4
7832,15293,39,4076.6,20,154.55,1-Jan-02,31-Jan-02,3942.05
7833,87295,42,8527.6,20,28.35,1-Jan-02,10-Jan-02,8519.25
7834,87295,44,953.6,20,28.64,1-Jan-02,5-Feb-02,944.96
7835,88873,45,21074.6,20,359.58,1-Jan-02,7-Jan-02,20735.02
7836,73735,46,412.02,20,10.03,1-Jan-02,15-Jan-02,421.99
7837,73735,47,2168.96,20,60.48,1-Jan-02,14-Jan-02,2128.48
7838,73735,48,5352.06,20,160.22,1-Jan-02,3-Jan-02,5211.84
7839,15293,49,7115.12,20,34.7,1-Jan-02,19-Jan-02,7100.42
7840,22343,50,1319.88,20,54.52,1-Jan-02,7-Jan-02,1285.36
7841,29387,52,2900.8,20,95.07,1-Jan-02,29-Jan-02,2825.73
7842,87295,2,82144.72,20,1511.92,1-Feb-02,12-Feb-02,80652.8
7843,22343,3,10822.43,20,7.38,1-Feb-02,26-Feb-02,10835.05
7844,73735,4,1449.03,20,65.6,1-Feb-02,11-Mar-02,1403.43
7845,87295,5,315.15,20,11.36,1-Feb-02,20-Feb-02,323.79
7846,88873,6,5257.41,20,83.78,1-Feb-02,1-Feb-02,5193.63
7847,73735,8,24522.28,20,549.96,1-Feb-02,8-Feb-02,23992.32
7848,73735,9,3814.7,20,36.37,1-Feb-02,10-Feb-02,3798.33
7849,29387,10,4951.97,20,6.36,1-Feb-02,11-Mar-02,4965.61
7850,73735,11,450.94,20,16,1-Feb-02,22-Feb-02,454.94
7851,29387,14,1967.84,20,13.21,1-Feb-02,6-Feb-02,1974.63
7852,88873,15,2971.07,20,1.99,1-Feb-02,24-Feb-02,2989.08
7853,89097,16,28376.98,20,689.84,1-Feb-02,6-Feb-02,27707.14
7854,89097,18,8183.01,20,348.8,1-Feb-02,19-Feb-02,7854.21
7855,88873,33,22111.28,20,509.13,1-Feb-02,25-Feb-02,21622.15
7856,22343,34,17149.96,20,780.84,1-Feb-02,16-Feb-02,16389.12
7857,15293,39,4137.51,20,189.27,1-Feb-02,9-Feb-02,3968.24
7858,73735,42,7840.08,20,149.31,1-Feb-02,12-Mar-02,7710.77
7859,87295,44,994.16,20,7.08,1-Feb-02,2-Mar-02,1007.08
7860,87295,45,20185.5,20,645.06,1-Feb-02,11-Mar-02,19560.44
7861,29387,46,475.97,20,4.56,1-Feb-02,15-Feb-02,491.41
7862,29387,47,2139.06,20,11.61,1-Feb-02,9-Mar-02,2147.45
7863,87295,48,4754.75,20,4.07,1-Feb-02,9-Feb-02,4770.68
7864,15293,49,7978.64,20,263.23,1-Feb-02,2-Mar-02,7735.41
7865,15293,50,951.96,20,8.79,1-Feb-02,5-Feb-02,963.17
7866,22343,52,2790.15,20,19.47,1-Feb-02,9-Mar-02,2790.68
7867,29387,2,69443.46,20,17.28,1-Mar-02,30-Mar-02,69446.18
7868,15293,3,10548.95,20,330.25,1-Mar-02,31-Mar-02,10238.7
7869,51512,4,1607.84,20,24.59,1-Mar-02,4-Mar-02,1603.25
7870,15293,5,390.39,20,6.69,1-Mar-02,19-Mar-02,403.7
7871,22343,6,3737.93,20,122.17,1-Mar-02,7-Apr-02,3635.76
7872,15293,8,22213.76,20,40.8,1-Mar-02,26-Mar-02,22192.96
7873,87295,9,3710.46,20,184.29,1-Mar-02,4-Mar-02,3546.17
7874,87295,10,3866.79,20,123.92,1-Mar-02,2-Mar-02,3762.87
7875,88873,11,299.05,20,1.74,1-Mar-02,22-Mar-02,317.31
7876,73735,14,1807.25,20,38.57,1-Mar-02,26-Mar-02,1788.68
7877,22343,15,2638.64,20,79.94,1-Mar-02,24-Mar-02,2578.7
7878,22343,16,29937.66,20,1409.37,1-Mar-02,8-Mar-02,28548.29
7879,73735,18,3468.75,20,7.11,1-Mar-02,2-Mar-02,3481.64
7880,29387,33,21214.45,20,94.96,1-Mar-02,8-Apr-02,21139.49
7881,15293,34,17412.84,20,253.42,1-Mar-02,5-Mar-02,17179.42
7882,15293,39,4006.54,20,115.64,1-Mar-02,23-Mar-02,3910.9
7883,22343,42,11958.37,20,4.78,1-Mar-02,13-Mar-02,11973.59
7884,87295,44,430.65,20,4.09,1-Mar-02,9-Mar-02,446.56
7885,15293,45,20943.63,20,680.89,1-Mar-02,2-Mar-02,20282.74
7886,51512,46,612.92,20,19,1-Mar-02,9-Apr-02,613.92
7887,87295,47,1782.39,20,56.74,1-Mar-02,5-Apr-02,1745.65
7888,73735,48,5043.2,20,204.93,1-Mar-02,13-Mar-02,4858.27
7889,15293,49,6044.4,20,143.05,1-Mar-02,8-Apr-02,5921.35
7890,88873,50,1083.74,20,2.87,1-Mar-02,7-Apr-02,1100.87
7891,29387,52,3067.41,20,145.09,1-Mar-02,20-Mar-02,2942.32
7892,89097,2,81282.71,20,2909.81,1-Apr-02,26-Apr-02,78392.9
7893,29387,3,10210.42,20,382.28,1-Apr-02,10-Apr-02,9848.14
7894,22343,4,927.29,20,5.33,1-Apr-02,5-May-02,941.96
7895,89097,5,217.07,20,10.55,1-Apr-02,10-Apr-02,226.52
7896,29387,6,3728.71,20,113.19,1-Apr-02,9-Apr-02,3635.52
7897,87295,8,29177.81,20,364.06,1-Apr-02,29-Apr-02,28833.75
7898,73735,9,3614.23,20,32.03,1-Apr-02,20-Apr-02,3602.2
7899,87295,10,4889.61,20,77.45,1-Apr-02,2-Apr-02,4832.16
7900,87295,11,245.76,20,3.54,1-Apr-02,10-Apr-02,262.22
7901,22343,14,1759.25,20,16.7,1-Apr-02,19-Apr-02,1762.55
7902,89097,15,2822.78,20,113.39,1-Apr-02,26-Apr-02,2729.39
7903,29387,16,22807.91,20,836.55,1-Apr-02,21-Apr-02,21991.36
7904,73735,18,4386.6,20,22.74,1-Apr-02,27-Apr-02,4383.86
7905,22343,33,23518.48,20,74.37,1-Apr-02,9-May-02,23464.11
7906,89097,34,15142.26,20,556.72,1-Apr-02,26-Apr-02,14605.54
7907,51512,39,5280.03,20,131.43,1-Apr-02,29-Apr-02,5168.6
7908,88873,42,12120.08,20,114.82,1-Apr-02,4-May-02,12025.26
7909,87295,44,509.04,20,0.81,1-Apr-02,3-May-02,528.23
7910,29387,45,27327.17,20,893.22,1-Apr-02,3-May-02,26453.95
7911,22343,46,319.97,20,8.73,1-Apr-02,7-Apr-02,331.24
7912,51512,47,1892.13,20,78.51,1-Apr-02,4-Apr-02,1833.62
7913,29387,48,5735.6,20,64.19,1-Apr-02,8-May-02,5691.41
7914,87295,49,8698.45,20,70.48,1-Apr-02,8-Apr-02,8647.97
7915,51512,50,1257.28,20,56.37,1-Apr-02,26-Apr-02,1220.91
7916,88873,52,4000.44,20,13.68,1-Apr-02,19-Apr-02,4006.76
7917,88873,2,83678.2,20,316.91,1-May-02,9-May-02,83381.29
7918,88873,3,8875.92,20,301.22,1-May-02,24-May-02,8594.7
7919,29387,4,1238.7,20,23.2,1-May-02,3-Jun-02,1235.5
7920,29387,5,306.8,20,12.13,1-May-02,21-May-02,314.67
7921,51512,6,3748.8,20,163.43,1-May-02,12-May-02,3605.37
7922,15293,8,30667.7,20,296.88,1-May-02,9-Jun-02,30390.82
7923,22343,9,3585.5,20,166.01,1-May-02,12-May-02,3439.49
7924,87295,10,5000.82,20,102.62,1-May-02,8-Jun-02,4918.2
7925,73735,11,274.1,20,2,1-May-02,28-May-02,292.1
7926,87295,14,1889.73,20,36.53,1-May-02,10-May-02,1873.2
7927,73735,15,2539.75,20,84.47,1-May-02,12-May-02,2475.28
7928,15293,16,22550.56,20,640.47,1-May-02,2-May-02,21930.09
7929,73735,18,3940,20,107.94,1-May-02,22-May-02,3852.06
7930,29387,33,21772.64,20,542.21,1-May-02,23-May-02,21250.43
7931,87295,34,14811.37,20,120.87,1-May-02,4-Jun-02,14710.5
7932,73735,39,5131.82,20,39.24,1-May-02,14-May-02,5112.58
7933,29387,42,10338.24,20,325.06,1-May-02,30-May-02,10033.18
7934,87295,44,500.14,20,12.11,1-May-02,12-May-02,508.03
7935,22343,45,25999.61,20,863.53,1-May-02,21-May-02,25156.08
7936,51512,46,439.5,20,19.5,1-May-02,15-May-02,440
7937,29387,47,1795.68,20,40.18,1-May-02,28-May-02,1775.5
7938,22343,48,5332.08,20,150.42,1-May-02,12-May-02,5201.66
7939,22343,49,9550.16,20,152.62,1-May-02,4-May-02,9417.54
7940,22343,50,825.33,20,41.22,1-May-02,5-Jun-02,804.11
7941,73735,52,3731.76,20,80.42,1-May-02,11-May-02,3671.34
7942,87295,2,82207.59,20,2230.83,1-Jun-02,1-Jun-02,79996.76
7943,87295,3,12057.44,20,512.82,1-Jun-02,12-Jun-02,11564.62
7944,51512,4,1545.84,20,31.61,1-Jun-02,3-Jul-02,1534.23
7945,15293,5,342.24,20,6.12,1-Jun-02,26-Jun-02,356.12
7946,88873,6,4095.38,20,181.01,1-Jun-02,6-Jun-02,3934.37
7947,22343,8,30442.72,20,1385.34,1-Jun-02,2-Jul-02,29077.38
7948,73735,9,3813.42,20,36.17,1-Jun-02,30-Jun-02,3797.25
7949,88873,10,5015.82,20,145.61,1-Jun-02,30-Jun-02,4890.21
7950,29387,11,275.32,20,6.36,1-Jun-02,29-Jun-02,288.96
7951,51512,14,1852.24,20,89.03,1-Jun-02,13-Jun-02,1783.21
7952,22343,15,2647.09,20,99.5,1-Jun-02,7-Jul-02,2567.59
7953,87295,16,31866.85,20,994.76,1-Jun-02,9-Jun-02,30892.09
7954,51512,18,3649.5,20,16.94,1-Jun-02,7-Jun-02,3652.56
7955,22343,33,21023.95,20,829.1,1-Jun-02,25-Jun-02,20214.85
7956,29387,34,21621.16,20,1059.4,1-Jun-02,11-Jun-02,20581.76
7957,88873,39,4880.8,20,223.13,1-Jun-02,17-Jun-02,4677.67
7958,87295,42,9363.86,20,398.42,1-Jun-02,10-Jun-02,8985.44
7959,88873,44,417.34,20,3.95,1-Jun-02,29-Jun-02,433.39
7960,87295,45,25051.21,20,521.24,1-Jun-02,4-Jul-02,24549.97
7961,88873,46,527.88,20,3.46,1-Jun-02,24-Jun-02,544.42
7962,73735,47,2230.8,20,103.65,1-Jun-02,6-Jul-02,2147.15
7963,22343,48,5997.75,20,230.78,1-Jun-02,30-Jun-02,5786.97
7964,88873,49,8992.7,20,334.47,1-Jun-02,9-Jul-02,8678.23
7965,51512,50,1278.08,20,8.4,1-Jun-02,11-Jun-02,1289.68
7966,22343,52,3549,20,132.75,1-Jun-02,30-Jun-02,3436.25
7967,88873,2,84853.81,20,290.74,1-Jul-02,31-Jul-02,84583.07
7968,29387,3,10972.42,20,210.59,1-Jul-02,14-Jul-02,10781.83
7969,73735,4,667.65,20,1.97,1-Jul-02,30-Jul-02,685.68
7970,73735,5,147.05,20,2.1,1-Jul-02,21-Jul-02,164.95
7971,15293,6,4379.48,20,149.3,1-Jul-02,5-Jul-02,4250.18
7972,51512,8,21945.67,20,188.44,1-Jul-02,2-Aug-02,21777.23
7973,51512,9,3930.26,20,33.31,1-Jul-02,27-Jul-02,3916.95
7974,29387,10,4277.34,20,151.84,1-Jul-02,23-Jul-02,4145.5
7975,88873,11,312.19,20,15.17,1-Jul-02,5-Jul-02,317.02
7976,29387,14,1408.09,20,62.45,1-Jul-02,27-Jul-02,1365.64
7977,29387,15,2996.37,20,128.72,1-Jul-02,6-Jul-02,2887.65
7978,87295,16,20789.15,20,756.02,1-Jul-02,22-Jul-02,20053.13
7979,87295,18,6010.42,20,8.68,1-Jul-02,3-Aug-02,6021.74
7980,22343,33,19522.08,20,883.47,1-Jul-02,4-Jul-02,18658.61
7981,22343,34,13177.61,20,39.87,1-Jul-02,16-Jul-02,13157.74
7982,89097,39,4693.35,20,110.56,1-Jul-02,10-Jul-02,4602.79
7983,87295,42,12899.72,20,523.31,1-Jul-02,16-Jul-02,12396.41
7984,51512,44,795.34,20,6.38,1-Jul-02,3-Jul-02,808.96
7985,51512,45,23744.95,20,709.7,1-Jul-02,30-Jul-02,23055.25
7986,51512,46,227.15,20,0.02,1-Jul-02,17-Jul-02,247.13
7987,73735,47,1990.2,20,25.4,1-Jul-02,5-Jul-02,1984.8
7988,88873,48,5472.23,20,53.24,1-Jul-02,17-Jul-02,5438.99
7989,88873,49,8418.01,20,387.67,1-Jul-02,5-Aug-02,8050.34
7990,87295,50,1260.8,20,30.12,1-Jul-02,22-Jul-02,1250.68
7991,51512,52,3420.35,20,108.32,1-Jul-02,16-Jul-02,3332.03
7992,51512,2,67624.45,20,3236.76,1-Aug-02,20-Aug-02,64407.69
7993,51512,3,8978.43,20,394.68,1-Aug-02,2-Sep-02,8603.75
7994,22343,4,1932.9,20,16.07,1-Aug-02,5-Sep-02,1936.83
7995,29387,5,502.24,20,4.01,1-Aug-02,5-Aug-02,518.23
7996,22343,6,4833.5,20,3.85,1-Aug-02,14-Aug-02,4849.65
7997,15293,8,16029.72,20,424.31,1-Aug-02,9-Aug-02,15625.41
7998,51512,9,4024.02,20,10.42,1-Aug-02,6-Sep-02,4033.6
7999,73735,10,3796.12,20,14.51,1-Aug-02,20-Aug-02,3801.61
8000,15293,11,576.09,20,21.06,1-Aug-02,12-Aug-02,575.03
8001,88873,14,1353.18,20,31.24,1-Aug-02,7-Aug-02,1341.94
8002,88873,15,3327.66,20,0.46,1-Aug-02,21-Aug-02,3347.2
8003,22343,16,30828.6,20,1185.83,1-Aug-02,22-Aug-02,29662.77
8004,22343,18,9704.76,20,401.4,1-Aug-02,20-Aug-02,9323.36
8005,29387,33,20422.64,20,959.04,1-Aug-02,25-Aug-02,19483.6
8006,88873,34,19399.12,20,954.35,1-Aug-02,9-Sep-02,18464.77
8007,88873,39,3565.64,20,89.46,1-Aug-02,15-Aug-02,3496.18
8008,22343,42,16074.02,20,607.23,1-Aug-02,8-Aug-02,15486.79
8009,29387,44,1190.4,20,34.58,1-Aug-02,7-Sep-02,1175.82
8010,88873,45,19401.04,20,325.98,1-Aug-02,30-Aug-02,19095.06
8011,73735,46,670.05,20,12.93,1-Aug-02,15-Aug-02,677.12
8012,87295,47,1393.04,20,3.81,1-Aug-02,10-Aug-02,1409.23
8013,87295,48,4830.77,20,159.35,1-Aug-02,17-Aug-02,4691.42
8014,88873,49,4050.36,20,153.97,1-Aug-02,6-Aug-02,3916.39
8015,29387,50,617.36,20,24.82,1-Aug-02,10-Aug-02,612.54
8016,15293,52,3004.87,20,144.15,1-Aug-02,9-Sep-02,2880.72
8017,22343,2,75013.27,20,2715.58,1-Sep-02,26-Sep-02,72317.69
8018,22343,3,8531.46,20,415.92,1-Sep-02,25-Sep-02,8135.54
8019,89097,4,1361.4,20,31.7,1-Sep-02,10-Oct-02,1349.7
8020,88873,5,294.6,20,4.54,1-Sep-02,13-Sep-02,310.06
8021,29387,6,4910.88,20,174.76,1-Sep-02,1-Sep-02,4756.12
8022,73735,8,18961.16,20,671.18,1-Sep-02,13-Sep-02,18309.98
8023,88873,9,3474.07,20,105.84,1-Sep-02,30-Sep-02,3388.23
8024,89097,10,4404.6,20,218.65,1-Sep-02,9-Oct-02,4205.95
8025,22343,11,550.8,20,21.36,1-Sep-02,12-Sep-02,549.44
8026,29387,14,1138.4,20,41.37,1-Sep-02,10-Oct-02,1117.03
8027,73735,15,3463.02,20,148.14,1-Sep-02,5-Sep-02,3334.88
8028,89097,16,24268.92,20,791.49,1-Sep-02,19-Sep-02,23497.43
8029,51512,18,11009.25,20,210.17,1-Sep-02,4-Oct-02,10819.08
8030,73735,33,18140.86,20,906.14,1-Sep-02,27-Sep-02,17254.72
8031,73735,34,16569.48,20,747.23,1-Sep-02,7-Sep-02,15842.25
8032,89097,39,4331.43,20,112.11,1-Sep-02,10-Oct-02,4239.32
8033,22343,42,15511.32,20,462.09,1-Sep-02,3-Sep-02,15069.23
8034,88873,44,1292.4,20,21.23,1-Sep-02,3-Oct-02,1291.17
8035,89097,45,21882.68,20,929.11,1-Sep-02,21-Sep-02,20973.57
8036,87295,46,470.8,20,21.91,1-Sep-02,14-Sep-02,468.89
8037,51512,47,1305.36,20,32.84,1-Sep-02,19-Sep-02,1292.52
8038,73735,48,5272.29,20,254.58,1-Sep-02,4-Sep-02,5037.71
8039,51512,49,5140.42,20,192.31,1-Sep-02,3-Oct-02,4968.11
8040,51512,50,857.23,20,24.77,1-Sep-02,3-Oct-02,852.46
8041,22343,52,3303.04,20,145.63,1-Sep-02,24-Sep-02,3177.41
8042,15293,2,66695.32,20,1258.99,1-Oct-02,6-Oct-02,65456.33
8043,73735,3,10583.32,20,202.73,1-Oct-02,3-Nov-02,10400.59
8044,15293,4,1509.6,20,53.52,1-Oct-02,27-Oct-02,1476.08
8045,87295,5,362.04,20,1.77,1-Oct-02,21-Oct-02,380.27
8046,89097,6,6201.32,20,242.08,1-Oct-02,19-Oct-02,5979.24
8047,88873,8,13855.41,20,166.03,1-Oct-02,9-Oct-02,13709.38
8048,29387,9,3349.95,20,43.6,1-Oct-02,24-Oct-02,3326.35
8049,88873,10,3918.96,20,129.25,1-Oct-02,13-Oct-02,3809.71
8050,29387,11,696.54,20,12.29,1-Oct-02,7-Nov-02,704.25
8051,88873,14,1546.02,20,30.28,1-Oct-02,24-Oct-02,1535.74
8052,87295,15,3676.97,20,135.24,1-Oct-02,12-Oct-02,3561.73
8053,51512,16,31091,20,1410.7,1-Oct-02,2-Nov-02,29700.3
8054,15293,18,14066.64,20,151.82,1-Oct-02,17-Oct-02,13934.82
8055,29387,33,21581.97,20,925.3,1-Oct-02,18-Oct-02,20676.67
8056,15293,34,19627.43,20,201,1-Oct-02,3-Nov-02,19446.43
8057,51512,39,2308.53,20,88.88,1-Oct-02,3-Oct-02,2239.65
8058,51512,42,10991.48,20,193.52,1-Oct-02,5-Oct-02,10817.96
8059,89097,44,1749.9,20,37.25,1-Oct-02,9-Nov-02,1732.65
8487,88873,58,12929.1,20,107.04,1-Apr-02,14-Apr-02,12842.06
8488,51512,59,4784.9,20,145.1,1-Apr-02,13-Apr-02,4659.8
8489,73735,60,5631.5,20,10.28,1-Apr-02,12-Apr-02,5641.22
8490,51512,2,71729.67,20,2407.56,1-May-02,20-May-02,69342.11
8491,15293,3,8102.26,20,147.83,1-May-02,16-May-02,7974.43
8492,73735,4,7117.47,20,82.99,1-May-02,14-May-02,7054.48
8493,89097,9,13541.46,20,342.9,1-May-02,18-May-02,13218.56
8494,73735,16,38637.23,20,1609.24,1-May-02,14-May-02,37047.99
8495,73735,21,2546.5,20,40.64,1-May-02,4-May-02,2525.86
8496,88873,30,2396.46,20,67.36,1-May-02,19-May-02,2349.1
8497,51512,32,2931.72,20,118.69,1-May-02,4-May-02,2833.03
8498,89097,37,6403.1,20,121.1,1-May-02,6-May-02,6302
8499,73735,38,2386.52,20,64.34,1-May-02,5-May-02,2342.18
8500,87295,39,4673.6,20,221.53,1-May-02,7-May-02,4472.07
8501,51512,40,6121.92,20,108.84,1-May-02,7-May-02,6033.08
8502,88873,44,15768.48,20,303.81,1-May-02,15-May-02,15484.67
8503,51512,46,370.32,20,18.02,1-May-02,11-May-02,372.3
8504,29387,47,5201.92,20,26.6,1-May-02,15-May-02,5195.32
8505,73735,53,4430.09,20,109.22,1-May-02,14-May-02,4340.87
8506,87295,54,959.85,20,11.62,1-May-02,11-May-02,968.23
8507,87295,55,19776.02,20,208.2,1-May-02,8-May-02,19587.82
8508,87295,56,5253.35,20,108.58,1-May-02,17-May-02,5164.77
8509,51512,58,13970.56,20,208.75,1-May-02,12-May-02,13781.81
8510,73735,59,5858.2,20,202.99,1-May-02,16-May-02,5675.21
8511,87295,60,6383.68,20,69.42,1-May-02,9-May-02,6334.26
8512,29387,2,66271.6,20,1412.56,1-Jun-02,14-Jun-02,64879.04
8513,51512,3,5275,20,135.02,1-Jun-02,18-Jun-02,5159.98
8514,73735,4,4722.83,20,211.02,1-Jun-02,4-Jun-02,4531.81
8515,51512,6,280.35,20,9.37,1-Jun-02,12-Jun-02,290.98
8516,22343,9,12595.85,20,404.12,1-Jun-02,3-Jun-02,12211.73
8517,88873,16,23147.66,20,580.59,1-Jun-02,12-Jun-02,22587.07
8518,29387,21,2211.54,20,20.82,1-Jun-02,14-Jun-02,2210.72
8519,89097,30,1308.78,20,0.56,1-Jun-02,2-Jun-02,1328.22
8520,29387,32,3625.63,20,43.75,1-Jun-02,14-Jun-02,3601.88
8521,88873,37,7579.55,20,374.15,1-Jun-02,8-Jun-02,7225.4
8522,87295,38,1891.87,20,54.26,1-Jun-02,17-Jun-02,1857.61
8523,88873,39,6420.12,20,296.9,1-Jun-02,6-Jun-02,6143.22
8524,87295,40,7801.92,20,211.36,1-Jun-02,13-Jun-02,7610.56
