MANUFACTURERID,TRANSACTIONDATE,EMPLOYEE,AMOUNT,DESCRIPTION,REFERENCE
16,18-Jul-02,89097,41860.49,Automatic EOQ Inventory purchase,8539
16,17-Jul-02,87295,-22587.07,Automatic payment of bills,8517
16,17-Jul-02,88873,-30892.09,Automatic payment of bills,7953
16,17-Sep-02,88873,-45515.6,Automatic payment of bills,8562
16,12-Feb-03,89097,-68244.76,Automatic payment of bills,8674
16,12-Jun-02,88873,22587.07,Automatic EOQ Inventory purchase,8517
16,18-Jun-03,88873,-75215.5,Automatic payment of bills,8775
16,11-Jun-03,29387,65132.1,Automatic EOQ Inventory purchase,8800
16,18-May-03,73735,75215.5,Automatic EOQ Inventory purchase,8775
16,28-Apr-03,29387,-59580.88,Automatic payment of bills,8749
16,12-Apr-03,87295,-64614.38,Automatic payment of bills,8723
16,4-Apr-03,89097,59580.88,Automatic EOQ Inventory purchase,8749
16,3-Nov-02,29387,36854.01,Automatic EOQ Inventory purchase,8629
16,4-Mar-03,89097,-69347.14,Automatic payment of bills,8698
16,12-Jul-03,29387,-65132.1,Automatic payment of bills,8800
16,7-Feb-03,15293,-35090.34,Automatic payment of bills,8103
16,4-Feb-03,73735,69347.14,Automatic EOQ Inventory purchase,8698
16,8-Jan-03,87295,68244.76,Automatic EOQ Inventory purchase,8674
16,5-Jan-03,87295,-56721.45,Automatic payment of bills,8651
16,31-Dec-02,73735,35090.34,Automatic EOQ Inventory purchase,8103
16,19-Dec-02,51512,-33340.92,Automatic payment of bills,8078
16,4-Dec-02,87295,56721.45,Automatic EOQ Inventory purchase,8651
16,3-Dec-02,51512,-29700.3,Automatic payment of bills,8053
16,12-Mar-03,88873,64614.38,Automatic EOQ Inventory purchase,8723
16,11-Sep-95,87295,6902.08,Automatic EOQ Inventory purchase,377
16,8-Feb-96,22343,-8895.8,Automatic payment of bills,445
16,12-Jan-96,73735,-8274.71,Automatic payment of bills,428
16,7-Jan-96,89097,8895.8,Automatic EOQ Inventory purchase,445
16,16-Dec-95,51512,8274.71,Automatic EOQ Inventory purchase,428
16,15-Dec-95,73735,-4786.35,Automatic payment of bills,411
16,13-Nov-95,73735,4786.35,Automatic EOQ Inventory purchase,411
16,10-Nov-95,22343,-5908.04,Automatic payment of bills,394
16,13-Apr-95,51512,-8459.77,Automatic payment of bills,275
16,9-Oct-95,89097,-6902.08,Automatic payment of bills,377
16,15-Mar-96,29387,2605.44,Automatic EOQ Inventory purchase,479
16,8-Sep-95,88873,-8667.99,Automatic payment of bills,360
16,2-Aug-95,87295,-6762.96,Automatic payment of bills,343
16,2-Jul-95,22343,6762.96,Automatic EOQ Inventory purchase,343
16,19-Jun-95,22343,-5818.61,Automatic payment of bills,309
16,3-Jun-95,22343,5225.56,Automatic EOQ Inventory purchase,326
16,14-May-95,73735,-2813.31,Automatic payment of bills,292
16,11-Nov-96,29387,5250.89,Automatic EOQ Inventory purchase,615
16,9-Oct-95,87295,5908.04,Automatic EOQ Inventory purchase,394
16,15-Jun-96,73735,-5581.4,Automatic payment of bills,513
16,4-Nov-96,88873,-5243.93,Automatic payment of bills,598
16,7-Oct-96,22343,5243.93,Automatic EOQ Inventory purchase,598
16,29-Sep-96,89097,-3815.93,Automatic payment of bills,581
16,21-Sep-96,73735,-6957.57,Automatic payment of bills,564
16,6-Sep-96,87295,3815.93,Automatic EOQ Inventory purchase,581
16,17-Aug-96,88873,6957.57,Automatic EOQ Inventory purchase,564
16,5-Aug-96,87295,-5369.54,Automatic payment of bills,547
16,17-Feb-96,29387,3588.03,Automatic EOQ Inventory purchase,462
16,5-Jul-96,73735,5369.54,Automatic EOQ Inventory purchase,547
16,18-Feb-96,22343,8274.71,Automatic refund for overpayment,428
16,2-Jun-96,29387,6499.28,Automatic EOQ Inventory purchase,530
16,15-May-96,88873,5581.4,Automatic EOQ Inventory purchase,513
16,7-May-96,87295,-2972.07,Automatic payment of bills,496
16,13-Apr-96,22343,-2605.44,Automatic payment of bills,479
16,8-Apr-96,87295,2972.07,Automatic EOQ Inventory purchase,496
16,19-Mar-96,51512,-3588.03,Automatic payment of bills,462
16,19-Mar-96,22343,-8274.71,Automatic payment of bills,428
16,11-Apr-95,22343,2813.31,Automatic EOQ Inventory purchase,292
16,8-Jul-96,87295,-6499.28,Automatic payment of bills,530
16,5-Jun-94,73735,-957.59,Automatic payment of bills,62
16,12-Oct-94,89097,1411.43,Automatic EOQ Inventory purchase,141
16,2-Oct-94,89097,-1377.21,Automatic payment of bills,123
16,10-Sep-94,22343,-1975.97,Automatic payment of bills,105
16,5-Sep-94,29387,1377.21,Automatic EOQ Inventory purchase,123
16,12-Aug-94,51512,1975.97,Automatic EOQ Inventory purchase,105
16,4-Aug-94,89097,-1155.31,Automatic payment of bills,88
16,11-Jul-94,87295,-1775.2,Automatic payment of bills,74
16,12-May-95,51512,5818.61,Automatic EOQ Inventory purchase,309
16,14-Jun-94,15293,1775.2,Automatic EOQ Inventory purchase,74
16,18-Nov-94,15293,1725.14,Automatic EOQ Inventory purchase,159
16,7-May-94,87295,-294.49,Automatic payment of bills,52
16,6-May-94,88873,957.59,Automatic EOQ Inventory purchase,62
16,11-Apr-94,87295,294.49,Automatic EOQ Inventory purchase,52
18,15-Mar-98,29387,-24122.26,Automatic payment of bills,908
18,1-Jun-98,88873,-41785.46,Automatic payment of bills,968
18,8-Apr-98,15293,43336.17,Automatic EOQ Inventory purchase,948
18,4-May-98,89097,41785.46,Automatic EOQ Inventory purchase,968
18,2-Mar-98,88873,36026.36,Automatic EOQ Inventory purchase,928
18,8-May-98,73735,-43336.17,Automatic payment of bills,948
18,7-Feb-98,87295,24122.26,Automatic EOQ Inventory purchase,908
18,9-Jun-98,87295,39261.11,Automatic EOQ Inventory purchase,988
18,2-Jul-98,88873,43407.11,Automatic EOQ Inventory purchase,1008
18,7-Jul-98,88873,-39261.11,Automatic payment of bills,988
18,31-Jul-98,15293,-43407.11,Automatic payment of bills,1008
18,10-Sep-98,87295,41835.85,Automatic EOQ Inventory purchase,1048
18,28-Jan-98,22343,-19529.22,Automatic payment of bills,888
18,4-May-97,15293,20186.94,Automatic EOQ Inventory purchase,728
18,11-Sep-98,22343,-44894.39,Automatic payment of bills,1028
18,6-Oct-98,22343,40578.75,Automatic EOQ Inventory purchase,1068
18,11-Aug-98,22343,44894.39,Automatic EOQ Inventory purchase,1028
18,31-Aug-97,22343,-20025.53,Automatic payment of bills,788
18,4-Feb-00,89097,3777.18,Automatic EOQ Inventory purchase,1426
18,9-Oct-98,22343,-41835.85,Automatic payment of bills,1048
18,8-Apr-97,29387,-21549.2,Automatic payment of bills,688
18,11-Apr-97,51512,21722.77,Automatic EOQ Inventory purchase,708
18,11-May-97,87295,-21722.77,Automatic payment of bills,708
18,19-Jun-97,15293,23941.37,Automatic EOQ Inventory purchase,748
18,5-Jul-97,51512,20620.78,Automatic EOQ Inventory purchase,768
18,24-Jul-97,22343,-23941.37,Automatic payment of bills,748
18,2-Jun-97,88873,-20186.94,Automatic payment of bills,728
18,3-Aug-97,87295,-20620.78,Automatic payment of bills,768
18,4-Jan-98,51512,-19466.91,Automatic payment of bills,868
18,5-Sep-97,88873,22671.95,Automatic EOQ Inventory purchase,808
18,8-Oct-97,87295,-22671.95,Automatic payment of bills,808
18,19-Oct-97,73735,19142.85,Automatic EOQ Inventory purchase,828
18,18-Nov-97,15293,-19142.85,Automatic payment of bills,828
18,19-Nov-97,22343,24647.43,Automatic EOQ Inventory purchase,848
18,1-Dec-97,87295,19466.91,Automatic EOQ Inventory purchase,868
18,18-Dec-97,87295,-24647.43,Automatic payment of bills,848
18,2-Jan-98,88873,19529.22,Automatic EOQ Inventory purchase,888
18,1-Aug-97,88873,20025.53,Automatic EOQ Inventory purchase,788
18,21-Mar-97,51512,-26080.47,Automatic payment of bills,634
18,29-Jan-00,89097,19669.61,Automatic EOQ Inventory purchase,7251
18,14-Sep-99,15293,-3442.33,Automatic payment of bills,1276
18,5-Oct-99,73735,-2958.53,Automatic payment of bills,1301
18,7-Oct-99,22343,1894.28,Automatic EOQ Inventory purchase,1325
18,6-Nov-99,87295,-1894.28,Automatic payment of bills,1325
18,7-Nov-99,29387,1971.58,Automatic EOQ Inventory purchase,1350
18,8-Dec-99,87295,-1971.58,Automatic payment of bills,1350
18,13-Dec-99,73735,4579.12,Automatic EOQ Inventory purchase,1375
18,15-Aug-99,73735,3442.33,Automatic EOQ Inventory purchase,1276
18,21-Jan-00,15293,-4579.12,Automatic payment of bills,1375
18,1-Aug-99,29387,-5145.4,Automatic payment of bills,1251
18,3-Feb-00,22343,-3770.26,Automatic payment of bills,1400
18,6-Nov-95,15293,4483.19,Automatic EOQ Inventory purchase,413
18,27-Feb-00,22343,2845.88,Automatic EOQ Inventory purchase,7293
18,28-Feb-00,88873,-19669.61,Automatic payment of bills,7251
18,29-Feb-00,29387,4579.12,Automatic refund for overpayment,1375
18,3-Mar-00,88873,3652.91,Automatic EOQ Inventory purchase,1451
18,6-Mar-00,29387,-3777.18,Automatic payment of bills,1426
18,3-Apr-00,29387,-3652.91,Automatic payment of bills,1451
18,4-Jan-00,73735,3770.26,Automatic EOQ Inventory purchase,1400
18,15-Mar-99,51512,1923.02,Automatic EOQ Inventory purchase,1151
18,9-Nov-98,88873,39713.64,Automatic EOQ Inventory purchase,1088
18,10-Dec-98,51512,-39713.64,Automatic payment of bills,1088
18,16-Dec-98,15293,4932.54,Automatic EOQ Inventory purchase,8131
18,18-Dec-98,22343,11309.87,Automatic EOQ Inventory purchase,1108
18,2-Jan-99,88873,12277.17,Automatic EOQ Inventory purchase,8151
18,19-Jan-99,22343,-11309.87,Automatic payment of bills,1108
18,14-Feb-99,73735,252.99,Automatic EOQ Inventory purchase,1126
18,14-Feb-99,29387,4411.62,Automatic EOQ Inventory purchase,8171
18,3-Sep-99,15293,2958.53,Automatic EOQ Inventory purchase,1301
18,15-Mar-99,87295,-252.99,Automatic payment of bills,1126
18,3-Nov-98,73735,-40578.75,Automatic payment of bills,1068
18,14-Apr-99,73735,-1923.02,Automatic payment of bills,1151
18,17-Apr-99,29387,4498.94,Automatic EOQ Inventory purchase,1176
18,9-May-99,88873,4487.81,Automatic EOQ Inventory purchase,1201
18,16-May-99,51512,-4498.94,Automatic payment of bills,1176
18,5-Jun-99,87295,-4487.81,Automatic payment of bills,1201
18,5-Jun-99,73735,2079.47,Automatic EOQ Inventory purchase,1226
18,29-Jun-99,87295,-2079.47,Automatic payment of bills,1226
18,10-Jul-99,73735,5145.4,Automatic EOQ Inventory purchase,1251
18,24-Feb-99,87295,11309.87,Automatic refund for overpayment,1108
18,15-Mar-95,29387,-693.7,Automatic payment of bills,243
18,19-Dec-94,73735,8668.48,Automatic EOQ Inventory purchase,179
18,14-Jan-95,51512,-8668.48,Automatic payment of bills,179
18,19-Jan-95,51512,7121.55,Automatic EOQ Inventory purchase,197
18,12-Feb-95,87295,693.7,Automatic EOQ Inventory purchase,243
18,14-Feb-95,88873,8668.48,Automatic refund for overpayment,179
18,14-Feb-95,73735,4643.39,Automatic EOQ Inventory purchase,260
18,18-Feb-95,51512,-7121.55,Automatic payment of bills,197
18,10-Jul-95,15293,-6422.51,Automatic payment of bills,328
18,14-Mar-95,87295,-8668.48,Automatic payment of bills,179
18,4-Nov-94,89097,-6391.81,Automatic payment of bills,143
18,17-Mar-95,73735,-4643.39,Automatic payment of bills,260
18,10-Apr-95,89097,-6931.28,Automatic payment of bills,277
18,15-Apr-95,15293,6597.31,Automatic EOQ Inventory purchase,294
18,10-May-95,15293,6252.34,Automatic EOQ Inventory purchase,311
18,12-May-95,29387,-6597.31,Automatic payment of bills,294
18,11-Jun-95,73735,-6252.34,Automatic payment of bills,311
18,13-Jun-95,73735,6422.51,Automatic EOQ Inventory purchase,328
18,12-Dec-95,29387,7273.71,Automatic EOQ Inventory purchase,430
18,11-Mar-95,29387,6931.28,Automatic EOQ Inventory purchase,277
18,14-Jul-94,51512,-2070.66,Automatic payment of bills,76
18,17-May-00,87295,3608.43,Automatic EOQ Inventory purchase,7329
18,1-Jan-94,87295,59855.5,Initial Purchase for startup,18
18,4-Feb-94,87295,-59855.5,Automatic payment of bills,18
18,6-Feb-94,73735,1563.49,Automatic EOQ Inventory purchase,40
18,5-Mar-94,22343,-1563.49,Automatic payment of bills,40
18,12-Apr-94,29387,459.22,Automatic EOQ Inventory purchase,54
18,4-May-94,87295,1548.76,Automatic EOQ Inventory purchase,64
18,9-May-94,15293,-459.22,Automatic payment of bills,54
18,6-Dec-94,22343,-6015.38,Automatic payment of bills,161
18,12-Jun-94,88873,2070.66,Automatic EOQ Inventory purchase,76
18,8-Nov-94,89097,6015.38,Automatic EOQ Inventory purchase,161
18,17-Jul-94,87295,1350.61,Automatic EOQ Inventory purchase,90
18,16-Aug-94,22343,6593.83,Automatic EOQ Inventory purchase,107
18,23-Aug-94,51512,-1350.61,Automatic payment of bills,90
18,9-Sep-94,29387,4736.77,Automatic EOQ Inventory purchase,125
18,16-Sep-94,15293,-6593.83,Automatic payment of bills,107
18,5-Oct-94,22343,-4736.77,Automatic payment of bills,125
18,5-Oct-94,15293,6391.81,Automatic EOQ Inventory purchase,143
18,4-Aug-95,22343,-7103.29,Automatic payment of bills,345
18,7-Jun-94,87295,-1548.76,Automatic payment of bills,64
18,11-Nov-96,51512,24133.18,Automatic EOQ Inventory purchase,617
18,14-Jul-96,29387,-25145.08,Automatic payment of bills,532
18,17-Jul-96,22343,20513.57,Automatic EOQ Inventory purchase,549
18,2-Aug-96,87295,21828.2,Automatic EOQ Inventory purchase,566
18,14-Aug-96,87295,-20513.57,Automatic payment of bills,549
18,1-Sep-96,15293,-21828.2,Automatic payment of bills,566
18,8-Sep-96,73735,25929.15,Automatic EOQ Inventory purchase,583
18,7-Oct-96,29387,-25929.15,Automatic payment of bills,583
18,6-Jul-95,15293,7103.29,Automatic EOQ Inventory purchase,345
18,9-Nov-96,87295,-19901.16,Automatic payment of bills,600
18,4-May-96,29387,26061.36,Automatic EOQ Inventory purchase,515
18,11-Dec-96,22343,-24133.18,Automatic payment of bills,617
18,15-Dec-96,51512,26080.47,Automatic EOQ Inventory purchase,634
18,8-Jan-97,87295,21402.85,Automatic EOQ Inventory purchase,651
18,18-Jan-97,29387,-26080.47,Automatic payment of bills,634
18,7-Feb-97,29387,-21402.85,Automatic payment of bills,651
18,13-Feb-97,15293,12553.63,Automatic EOQ Inventory purchase,669
18,18-Feb-97,73735,26080.47,Automatic refund for overpayment,634
18,8-Mar-97,51512,21549.2,Automatic EOQ Inventory purchase,688
18,10-Oct-96,29387,19901.16,Automatic EOQ Inventory purchase,600
18,13-Feb-96,51512,7273.71,Automatic refund for overpayment,430
18,11-Aug-95,22343,5960.18,Automatic EOQ Inventory purchase,362
18,7-Sep-95,29387,9008.88,Automatic EOQ Inventory purchase,379
18,14-Sep-95,89097,-5960.18,Automatic payment of bills,362
18,2-Oct-95,51512,8426.42,Automatic EOQ Inventory purchase,396
18,3-Oct-95,87295,-9008.88,Automatic payment of bills,379
18,31-Oct-95,87295,-8426.42,Automatic payment of bills,396
18,5-Dec-95,88873,-4483.19,Automatic payment of bills,413
18,7-Jan-96,51512,6625.54,Automatic EOQ Inventory purchase,447
18,16-Jun-96,29387,25145.08,Automatic EOQ Inventory purchase,532
18,6-Feb-96,73735,-6625.54,Automatic payment of bills,447
18,31-May-96,88873,-26061.36,Automatic payment of bills,515
18,17-Feb-96,15293,11228.73,Automatic EOQ Inventory purchase,464
18,11-Mar-96,73735,22518.23,Automatic EOQ Inventory purchase,481
18,13-Mar-96,89097,-7273.71,Automatic payment of bills,430
18,15-Mar-96,88873,-11228.73,Automatic payment of bills,464
18,3-Apr-96,73735,23743.21,Automatic EOQ Inventory purchase,498
18,12-Apr-96,29387,-22518.23,Automatic payment of bills,481
18,2-May-96,22343,-23743.21,Automatic payment of bills,498
18,15-Mar-97,73735,-12553.63,Automatic payment of bills,669
18,13-Jan-96,15293,-7273.71,Automatic payment of bills,430
18,13-Dec-01,15293,4624.77,Automatic EOQ Inventory purchase,7804
18,12-Apr-02,88873,-3481.64,Automatic payment of bills,7879
18,13-Mar-02,29387,-7854.21,Automatic payment of bills,7854
18,4-Mar-02,73735,-7693.86,Automatic payment of bills,7829
18,2-Mar-02,73735,3481.64,Automatic EOQ Inventory purchase,7879
18,19-Feb-02,89097,7854.21,Automatic EOQ Inventory purchase,7854
18,9-Sep-01,51512,6427.3,Automatic EOQ Inventory purchase,7729
18,8-Jan-02,29387,-4624.77,Automatic payment of bills,7804
18,31-May-02,22343,-4383.86,Automatic payment of bills,7904
18,10-Dec-01,15293,-6686.06,Automatic payment of bills,7779
18,23-Nov-01,15293,-6045.24,Automatic payment of bills,7754
18,7-Nov-01,87295,6686.06,Automatic EOQ Inventory purchase,7779
18,24-Oct-01,22343,6045.24,Automatic EOQ Inventory purchase,7754
18,17-Oct-01,89097,-6427.3,Automatic payment of bills,7729
18,13-Oct-01,73735,-5392.89,Automatic payment of bills,7704
18,27-Jan-02,51512,7693.86,Automatic EOQ Inventory purchase,7829
18,4-Oct-02,51512,10819.08,Automatic EOQ Inventory purchase,8029
18,24-Apr-00,51512,1717.76,Automatic EOQ Inventory purchase,7311
18,14-Jan-03,87295,-8681.08,Automatic payment of bills,8104
18,27-Dec-02,51512,-10069.88,Automatic payment of bills,8079
18,18-Dec-02,51512,8681.08,Automatic EOQ Inventory purchase,8104
18,1-Dec-02,88873,10069.88,Automatic EOQ Inventory purchase,8079
18,9-Nov-02,87295,-10819.08,Automatic payment of bills,8029
18,27-Apr-02,73735,4383.86,Automatic EOQ Inventory purchase,7904
18,17-Oct-02,15293,13934.82,Automatic EOQ Inventory purchase,8054
18,22-May-02,73735,3852.06,Automatic EOQ Inventory purchase,7929
18,18-Sep-02,87295,-9323.36,Automatic payment of bills,8004
18,4-Sep-02,51512,-6021.74,Automatic payment of bills,7979
18,20-Aug-02,22343,9323.36,Automatic EOQ Inventory purchase,8004
18,3-Aug-02,87295,6021.74,Automatic EOQ Inventory purchase,7979
18,23-Jun-02,22343,-3852.06,Automatic payment of bills,7929
18,7-Jun-02,51512,3652.56,Automatic EOQ Inventory purchase,7954
18,4-Nov-02,22343,-13934.82,Automatic payment of bills,8054
18,11-Jul-00,88873,-4633.47,Automatic payment of bills,7354
18,30-Nov-00,73735,-3615.97,Automatic payment of bills,7454
18,28-Nov-00,89097,-3442.85,Automatic payment of bills,7479
18,15-Nov-00,22343,-2252.19,Automatic payment of bills,7429
18,5-Nov-00,51512,3615.97,Automatic EOQ Inventory purchase,7454
18,1-Nov-00,51512,3442.85,Automatic EOQ Inventory purchase,7479
18,7-Oct-00,51512,2252.19,Automatic EOQ Inventory purchase,7429
18,2-Dec-00,15293,4042.3,Automatic EOQ Inventory purchase,7504
18,11-Jul-00,15293,1913.52,Automatic EOQ Inventory purchase,7379
18,28-Sep-00,88873,-2722.12,Automatic payment of bills,7404
18,18-Jun-00,73735,-3608.43,Automatic payment of bills,7329
18,10-Jun-00,29387,4633.47,Automatic EOQ Inventory purchase,7354
18,7-Jun-00,87295,-1717.76,Automatic payment of bills,7311
18,7-Apr-00,29387,-2845.88,Automatic payment of bills,7293
18,6-Sep-01,22343,5392.89,Automatic EOQ Inventory purchase,7704
18,6-Jul-02,87295,-3652.56,Automatic payment of bills,7954
18,7-Sep-00,87295,2722.12,Automatic EOQ Inventory purchase,7404
18,25-Jul-01,88873,-3438.46,Automatic payment of bills,7654
18,4-Sep-01,22343,-3132.74,Automatic payment of bills,7679
18,12-Aug-00,29387,-1913.52,Automatic payment of bills,7379
18,9-Aug-01,22343,3132.74,Automatic EOQ Inventory purchase,7679
18,1-Jan-01,73735,-4042.3,Automatic payment of bills,7504
18,25-Jun-01,22343,3438.46,Automatic EOQ Inventory purchase,7654
18,16-Jun-01,88873,-3966.03,Automatic payment of bills,7629
18,23-May-01,29387,3966.03,Automatic EOQ Inventory purchase,7629
18,4-May-01,51512,-5097.02,Automatic payment of bills,7604
18,25-Apr-01,51512,-4080.93,Automatic payment of bills,7579
18,2-Feb-01,88873,4042.3,Automatic refund for overpayment,7504
18,7-Apr-01,89097,5097.02,Automatic EOQ Inventory purchase,7604
18,21-Mar-01,87295,4080.93,Automatic EOQ Inventory purchase,7579
18,6-Mar-01,15293,5002.56,Automatic EOQ Inventory purchase,7554
18,11-Feb-01,89097,-2401.98,Automatic payment of bills,7529
18,20-Apr-01,51512,-5002.56,Automatic payment of bills,7554
18,14-Jan-01,73735,2401.98,Automatic EOQ Inventory purchase,7529
19,7-Apr-98,73735,11256.51,Automatic EOQ Inventory purchase,949
19,9-May-98,88873,-11256.51,Automatic payment of bills,949
19,13-May-98,22343,10157.56,Automatic EOQ Inventory purchase,969
19,9-Jun-98,87295,10216.12,Automatic EOQ Inventory purchase,989
19,30-Mar-98,29387,-8696.97,Automatic payment of bills,929
19,4-Jul-98,51512,-10216.12,Automatic payment of bills,989
19,19-Jan-98,73735,-4900.08,Automatic payment of bills,869
19,13-Jul-98,73735,11121.31,Automatic EOQ Inventory purchase,1009
19,4-Aug-98,88873,-11121.31,Automatic payment of bills,1009
19,10-Jun-98,51512,-10157.56,Automatic payment of bills,969
29,7-Dec-94,87295,1310.06,Automatic EOQ Inventory purchase,181
29,2-Jan-95,15293,783.83,Automatic EOQ Inventory purchase,199
29,31-Mar-95,22343,-1440.3,Automatic payment of bills,278
29,29-Jan-95,29387,-783.83,Automatic payment of bills,199
29,5-Sep-94,22343,1065.94,Automatic EOQ Inventory purchase,127
29,7-Feb-95,51512,118.9,Automatic EOQ Inventory purchase,244
29,20-Feb-95,87295,1283.15,Automatic EOQ Inventory purchase,261
29,2-Mar-95,29387,1440.3,Automatic EOQ Inventory purchase,278
29,7-Mar-95,29387,-118.9,Automatic payment of bills,244
29,8-Mar-95,15293,-1310.06,Automatic payment of bills,181
29,23-Mar-95,88873,-1283.15,Automatic payment of bills,261
29,5-Jan-95,22343,-1310.06,Automatic payment of bills,181
29,5-Jun-94,51512,-267.94,Automatic payment of bills,66
29,24-Jul-96,51512,-1301.36,Automatic payment of bills,533
29,3-Feb-94,15293,-8024,Automatic payment of bills,29
29,14-Apr-94,29387,-73.86,Automatic payment of bills,46
29,5-May-94,22343,112.55,Automatic EOQ Inventory purchase,209
29,9-May-94,51512,267.94,Automatic EOQ Inventory purchase,66
29,16-May-94,15293,-271.28,Automatic payment of bills,55
29,6-Oct-94,15293,-1065.94,Automatic payment of bills,127
29,4-Jun-94,15293,-112.55,Automatic payment of bills,209
29,17-Sep-94,15293,-1494.5,Automatic payment of bills,109
29,7-Jun-94,89097,413.39,Automatic EOQ Inventory purchase,78
29,5-Jul-94,73735,-413.39,Automatic payment of bills,78
29,6-Jul-94,22343,-305.06,Automatic payment of bills,214
29,18-Jul-94,51512,743.57,Automatic EOQ Inventory purchase,92
29,14-Aug-94,15293,-743.57,Automatic payment of bills,92
29,20-Aug-94,88873,1494.5,Automatic EOQ Inventory purchase,109
29,19-Apr-94,87295,271.28,Automatic EOQ Inventory purchase,55
29,3-Jun-94,73735,305.06,Automatic EOQ Inventory purchase,214
29,4-Nov-96,89097,-1531.93,Automatic payment of bills,601
29,3-Feb-96,87295,1312.11,Automatic refund for overpayment,431
29,10-Feb-96,89097,900.91,Automatic EOQ Inventory purchase,465
29,16-Feb-96,51512,-1560.25,Automatic payment of bills,448
29,6-Mar-96,51512,-1312.11,Automatic payment of bills,431
29,14-Mar-96,51512,1713.24,Automatic EOQ Inventory purchase,482
29,16-Mar-96,29387,-900.91,Automatic payment of bills,465
29,20-Jan-96,89097,1560.25,Automatic EOQ Inventory purchase,448
29,12-Apr-96,87295,-1713.24,Automatic payment of bills,482
29,15-Jun-96,15293,-1855.97,Automatic payment of bills,516
29,1-May-96,89097,-1578.1,Automatic payment of bills,499
29,1-Jan-94,87295,8024,Initial Purchase for startup,29
29,17-May-96,88873,1855.97,Automatic EOQ Inventory purchase,516
29,20-Jun-96,22343,1301.36,Automatic EOQ Inventory purchase,533
29,20-Jul-96,73735,1593.27,Automatic EOQ Inventory purchase,550
29,13-Apr-95,51512,1556.56,Automatic EOQ Inventory purchase,295
29,11-Mar-94,87295,73.86,Automatic EOQ Inventory purchase,46
29,6-Apr-96,22343,1578.1,Automatic EOQ Inventory purchase,499
29,20-Jun-95,51512,1566.07,Automatic EOQ Inventory purchase,329
29,7-May-95,51512,-1556.56,Automatic payment of bills,295
29,5-Jan-96,87295,-1312.11,Automatic payment of bills,431
29,14-May-95,15293,1081.44,Automatic EOQ Inventory purchase,312
29,12-Jun-95,22343,-1081.44,Automatic payment of bills,312
29,12-Jul-95,51512,1790.4,Automatic EOQ Inventory purchase,346
29,27-Jul-95,87295,-1566.07,Automatic payment of bills,329
29,13-Aug-95,89097,-1790.4,Automatic payment of bills,346
29,14-Aug-95,73735,1483.47,Automatic EOQ Inventory purchase,363
29,17-Sep-95,87295,1652.68,Automatic EOQ Inventory purchase,380
29,10-Oct-95,15293,1491.74,Automatic EOQ Inventory purchase,397
29,23-Oct-95,88873,-1652.68,Automatic payment of bills,380
29,14-Dec-95,15293,-1338.89,Automatic payment of bills,414
29,6-Nov-95,73735,-1491.74,Automatic payment of bills,397
29,9-Nov-95,51512,1338.89,Automatic EOQ Inventory purchase,414
29,12-Sep-95,87295,-1483.47,Automatic payment of bills,363
29,10-Dec-95,51512,1312.11,Automatic EOQ Inventory purchase,431
30,13-Aug-03,15293,-2903.93,Automatic payment of bills,8827
30,7-Apr-03,88873,-3548.99,Automatic payment of bills,8725
30,18-Apr-03,51512,2959.61,Automatic EOQ Inventory purchase,8751
30,19-May-03,88873,4149.84,Automatic EOQ Inventory purchase,8777
30,22-May-03,22343,-2959.61,Automatic payment of bills,8751
30,16-Jun-03,29387,-4149.84,Automatic payment of bills,8777
30,18-Jun-03,73735,3441.34,Automatic EOQ Inventory purchase,8802
30,10-Jul-03,51512,2903.93,Automatic EOQ Inventory purchase,8827
30,16-Sep-03,22343,1937.5,Automatic EOQ Inventory purchase,8877
30,1-Aug-03,51512,1710.88,Automatic EOQ Inventory purchase,8852
30,31-Aug-03,51512,-1710.88,Automatic payment of bills,8852
30,18-Nov-02,73735,2167.07,Automatic EOQ Inventory purchase,8631
30,3-Oct-03,22343,1314.38,Automatic EOQ Inventory purchase,8902
30,13-Oct-03,87295,-1937.5,Automatic payment of bills,8877
30,15-Jul-03,89097,-3441.34,Automatic payment of bills,8802
30,7-Dec-02,51512,3754.11,Automatic EOQ Inventory purchase,8653
30,8-Aug-02,88873,2938.03,Automatic EOQ Inventory purchase,8564
30,19-Aug-04,15293,-2082.77,Automatic payment of bills,9139
30,3-Nov-03,88873,2044.5,Automatic EOQ Inventory purchase,8928
30,10-Sep-02,22343,-2938.03,Automatic payment of bills,8564
30,14-Sep-02,51512,3177.45,Automatic EOQ Inventory purchase,8587
30,11-Oct-02,51512,1114.91,Automatic EOQ Inventory purchase,8609
30,20-Dec-02,29387,-2167.07,Automatic payment of bills,8631
30,13-Nov-02,15293,-1114.91,Automatic payment of bills,8609
30,8-Mar-03,73735,3548.99,Automatic EOQ Inventory purchase,8725
30,10-Aug-02,89097,-2601.66,Automatic payment of bills,8541
30,6-Jan-03,15293,-3754.11,Automatic payment of bills,8653
30,9-Jan-03,88873,3995.07,Automatic EOQ Inventory purchase,8676
30,3-Feb-03,22343,4092.35,Automatic EOQ Inventory purchase,8700
30,11-Feb-03,89097,-3995.07,Automatic payment of bills,8676
30,5-Mar-03,29387,-4092.35,Automatic payment of bills,8700
30,15-Oct-02,73735,-3177.45,Automatic payment of bills,8587
30,9-Jan-05,51512,-4483.82,Automatic payment of bills,9279
30,11-Sep-04,51512,3376.55,Automatic EOQ Inventory purchase,9195
