"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
3936,"11755","Lake Grove","NY","516",9612,9692,"USA",40.86666,-73.13333,0.5591342
3937,"11779","Lake Ronkonkoma","NY","516",18997,38336,"USA",40.83333,-73.1,0.559243
3938,"11552","Lakeview","NY","516",5476,5276,"USA",40.66667,-73.65,0.5592744
3939,"14086","Lancaster","NY","716",11940,13056,"USA",42.9,-78.66666,0.5593428
3940,"10538","Larchmont","NY","914",6181,6308,"USA",40.93333,-73.75,0.5593782
3941,"12110","Latham","NY","518",10131,11182,"USA",42.73333,-73.75,0.5594363
3942,"11559","Lawrence","NY","516",6513,6175,"USA",40.61666,-73.73333,0.5594736
3943,"11756","Levittown","NY","516",53286,57045,"USA",40.73333,-73.51667,0.5597788
3944,"11757","Lindenhurst","NY","516",26879,26919,"USA",40.68333,-73.38333,0.5599328
3945,"13365","Little Falls","NY","315",5829,6156,"USA",43.05,-74.85,0.5599662
3946,"14094","Lockport","NY","716",24426,24844,"USA",43.16667,-78.7,0.5601062
3947,"11561","Long Beach","NY","516",33510,34073,"USA",40.58333,-73.65,0.5602981
3948,"12211","Loudonville","NY","518",10822,11480,"USA",42.71667,-73.76667,0.5603601
3949,"11563","Lynbrook","NY","516",19208,20424,"USA",40.66667,-73.66666,0.5604702
3950,"10541","Mahopac","NY","914",7755,7681,"USA",41.36666,-73.73333,0.5605146
3951,"12953","Malone","NY","518",6777,7668,"USA",44.85,-74.3,0.5605534
3952,"11565","Malverne","NY","516",9054,9262,"USA",40.68333,-73.66666,0.5606053
3953,"10543","Mamaroneck","NY","914",17325,17616,"USA",40.95,-73.73333,0.5607045
3954,"11030","Manhasset","NY","516",7718,8485,"USA",40.8,-73.7,0.5607488
3955,"11050","Manorhaven","NY","516",5672,5384,"USA",40.85,-73.71667,0.5607812
3956,"11949","Manorville","NY","516",6198,,"USA",,,0.5608168
3957,"11758","Massapequa","NY","516",22018,24454,"USA",40.68333,-73.48333,0.5609429
3958,"11762","Massapequa Park","NY","516",18044,19779,"USA",40.68333,-73.45,0.5610463
3959,"13662","Massena","NY","315",11716,12851,"USA",44.93333,-74.9,0.5611134
3960,"11950","Mastic","NY","516",13778,10413,"USA",40.8,-72.86667,0.5611923
3961,"11951","Mastic Beach","NY","516",10293,8318,"USA",40.76667,-72.85,0.5612513
3962,"13211","Mattydale","NY","315",6418,7511,"USA",43.1,-76.13333,0.5612881
3963,"12118","Mechanicville","NY","518",5249,5500,"USA",42.9,-73.68333,0.5613182
3964,"11763","Medford","NY","516",21274,20418,"USA",40.81667,-73,0.56144
3965,"14103","Medina","NY","]",6686,6392,"USA",43.21667,-78.38333,0.5614783
3966,"11746","Melville","NY","516",12586,8139,"USA",40.78333,-73.4,0.5615504
3967,"11566","Merrick","NY","516",23042,24478,"USA",40.66667,-73.55,0.5616824
3968,"11953","Middle Island","NY","516",7848,5703,"USA",40.88334,-72.95,0.5617274
3969,"10940","Middletown","NY","914",24160,21454,"USA",41.45,-74.41666,0.5618658
3970,"11764","Miller Place","NY","516",9315,7877,"USA",40.96667,-73,0.5619192
3971,"11501","Mineola","NY","516",19005,20757,"USA",44.75,-73.65,0.5620281
3972,"10950","Monroe","NY","914",6672,5996,"USA",41.33333,-74.18333,0.5620663
3973,"10952","Monsey","NY","914",13986,12380,"USA",41.11666,-74.06667,0.5621464
3974,"12701","Monticello","NY","914",6597,6306,"USA",41.65,-74.7,0.5621842
3975,"10970","Mount Ivy","NY","914",6013,,"USA",,,0.5622186
3976,"10549","Mount Kisco","NY","914",9108,8025,"USA",41.2,-73.73333,0.5622708
3977,"11766","Mount Sinai","NY","516",8023,6591,"USA",40.93333,-73.01667,0.5623168
3978,"10551","Mount Vernon","NY","914",67153,66713,"USA",40.91667,-73.83334,0.5627015
3979,"12590","Myers Corner","NY","914",5599,5180,"USA",41.6,-73.86667,0.5627336
3980,"10954","Nanuet","NY","914",14065,12578,"USA",41.08333,-74.01667,0.5628142
3981,"11767","Nesconset","NY","516",10712,10706,"USA",40.83333,-73.15,0.5628755
3982,"11590","New Cassel","NY","516",10257,9635,"USA",40.76667,-73.56667,0.5629343
3983,"10956","New City","NY","914",33673,35859,"USA",41.15,-73.98333,0.5631272
3984,"11040","New Hyde Park","NY","516",9728,9801,"USA",40.73333,-73.68333,0.563183
3985,"12561","New Paltz","NY","914",5470,4938,"USA",41.75,-74.08334,0.5632142
3986,"10802","New Rochelle","NY","914",67265,70794,"USA",40.91667,-73.78333,0.5635996
3987,"12550","New Windsor Center","NY","914",8898,7812,"USA",,,0.5636506
3988,"10001","New York","NY","212",7322564,7071639,"USA",40.71667,-74,0.6056012
3989,"14513","Newark","NY","315",9849,10017,"USA",43.05,-77.1,0.6056576
3990,"12550","Newburgh","NY","914",26454,23438,"USA",41.5,-74.01667,0.6058092
3991,"14302","Niagara Falls","NY","716",61840,71384,"USA",43.1,-79.05,0.6061635
3992,"11701","North Amityville","NY","516",13849,13140,"USA",40.7,-73.41666,0.6062428
3993,"11703","North Babylon","NY","516",18081,19019,"USA",40.73333,-73.31667,0.6063464
3994,"11706","North Bay Shore","NY","516",12799,35020,"USA",40.75,-73.21667,0.6064197
3995,"11710","North Bellmore","NY","516",19707,20630,"USA",40.68333,-73.53333,0.6065326
3996,"11713","North Bellport","NY","516",8182,7432,"USA",40.78333,-72.95,0.6065795
3997,"11757","North Lindenhurst","NY","516",10563,11511,"USA",40.7,-73.38333,0.60664
3998,"11758","North Massapequa","NY","516",19365,21385,"USA",40.7,-73.46667,0.606751
3999,"11566","North Merrick","NY","516",12113,12848,"USA",40.68333,-73.56667,0.6068203
4000,"11040","North New Hyde Park","NY","516",14359,15114,"USA",40.75,-73.68333,0.6069026
4001,"11772","North Patchogue","NY","516",7374,7126,"USA",40.78333,-73.01667,0.6069449
4002,"13212","North Syracuse","NY","315",7363,7970,"USA",43.13334,-76.11667,0.6069871
4003,"10591","North Tarrytown","NY","914",8152,7994,"USA",41.08333,-73.86667,0.6070337
4004,"14120","North Tonawanda","NY","716",34989,35760,"USA",43.03333,-78.88333,0.6072342
4005,"11580","North Valley Stream","NY","516",14574,14530,"USA",40.68333,-73.7,0.6073177
4006,"11793","North Wantagh","NY","516",12276,12677,"USA",40.7,-73.51667,0.607388
4007,"11768","Northport","NY","516",7572,7651,"USA",40.9,-73.35,0.6074314
4008,"13815","Norwich","NY","607",7613,8082,"USA",42.53333,-75.53333,0.607475
3300,"","Seagate","NC","",5444,3421,"USA",34.2,-77.85,0.4879659
3301,"28150","Shelby","NC","704",14669,15310,"USA",35.28333,-81.53333,0.48805
3302,"","Smith Creek","NC","",7461,6562,"USA",,,0.4880927
3303,"27577","Smithfield","NC","919",7540,7288,"USA",35.51667,-78.35,0.4881359
3304,"","South Gastonia","NC","",5487,4767,"USA",35.21667,-81.2,0.4881673
3305,"28387","Southern Pines","NC","910",9213,8620,"USA",35.18333,-79.4,0.4882201
3306,"28390","Spring Lake","NC","919",7552,6273,"USA",35.16667,-78.96667,0.4882634
3307,"28677","Statesville","NC","704",17567,18622,"USA",35.78333,-80.88333,0.488364
3308,"27886","Tarboro","NC","919",11037,8741,"USA",35.9,-77.53333,0.4884273
3309,"27360","Thomasville","NC","910",15915,14144,"USA",35.88334,-80.08334,0.4885184
3310,"27370","Trinity","NC","919",5469,6887,"USA",35.86666,-79.93333,0.4885498
3311,"27587","Wake Forest","NC","919",5832,3780,"USA",35.98333,-78.5,0.4885832
3312,"27889","Washington","NC","919",9160,8418,"USA",35.55,-77.05,0.4886357
3313,"28786","Waynesville","NC","704",6760,6765,"USA",35.48333,-83,0.4886744
3314,"28472","Whiteville","NC","910",5078,5565,"USA",34.33333,-78.7,0.4887035
3315,"27892","Williamston","NC","919",5503,6159,"USA",35.85,-77.06667,0.488735
3316,"28402","Wilmington","NC","910",55530,44000,"USA",34.23333,-77.91666,0.4890531
3317,"27893","Wilson","NC","919",36930,34424,"USA",35.73333,-77.91666,0.4892647
3318,"27102","Winston-Salem","NC","910",143532,131885,"USA",36.1,-80.25,0.490087
3319,"58501","Bismarck","ND","701",49272,44485,"USA",46.8,-100.7833,0.4903693
3320,"58301","Devils Lake","ND","701",7782,7442,"USA",48.11666,-98.86667,0.4904138
3321,"58601","Dickinson","ND","701",16097,15924,"USA",46.88334,-102.7833,0.4905061
3322,"58102","Fargo","ND","701",74084,61383,"USA",46.88334,-96.8,0.4909305
3323,"58201","Grand Forks","ND","701",49417,43765,"USA",47.91667,-97.05,0.4912136
3324,"58204","Grand Forks AFB","ND","701",9343,9390,"USA",47.95,-97.35,0.4912671
3325,"58401","Jamestown","ND","701",15571,16280,"USA",46.9,-98.7,0.4913563
3326,"58554","Mandan","ND","701",15177,15513,"USA",46.83333,-100.9,0.4914433
3327,"58701","Minot","ND","701",34544,32843,"USA",48.23333,-101.3,0.4916412
3328,"58704","Minot AFB","ND","701",9095,9880,"USA",48.41667,-101.3167,0.4916933
3329,"58072","Valley City","ND","701",7163,7774,"USA",46.91667,-98,0.4917343
3330,"58075","Wahpeton","ND","701",8751,9064,"USA",46.26667,-96.6,0.4917845
3331,"58078","West Fargo","ND","701",12287,10099,"USA",46.86666,-96.9,0.4918548
3332,"58801","Williston","ND","701",13136,13336,"USA",48.15,-103.6167,0.4919301
3333,"69301","Alliance","NE","308",9765,9920,"USA",42.1,-102.8667,0.491986
3334,"68310","Beatrice","NE","402",12352,12891,"USA",40.26667,-96.75,0.4920568
3335,"68005","Bellevue","NE","402",30948,21813,"USA",41.15,-95.9,0.4922341
3336,"68008","Blair","NE","402",6860,6418,"USA",41.55,-96.13333,0.4922734
3337,"69337","Chadron","NE","308",5588,5933,"USA",42.83333,-103,0.4923054
3338,"","Chalco","NE","",7337,,"USA",,,0.4923474
3339,"68601","Columbus","NE","402",19480,17328,"USA",41.43333,-97.36667,0.4924591
3340,"68025","Fremont","NE","402",23680,23979,"USA",41.43333,-96.5,0.4925947
3341,"69341","Gering","NE","308",7946,7760,"USA",41.83333,-103.6667,0.4926402
3342,"68802","Grand Island","NE","308",39487,33180,"USA",40.91667,-98.35,0.4928665
3343,"68901","Hastings","NE","402",22837,23045,"USA",40.58333,-98.38333,0.4929973
3344,"68949","Holdrege","NE","308",5671,5624,"USA",40.43333,-99.36667,0.4930298
3345,"68847","Kearney","NE","308",24396,21158,"USA",40.7,-99.08334,0.4931695
3346,"68128","La Vista","NE","402",9840,9588,"USA",41.18333,-96.03333,0.4932259
3347,"68850","Lexington","NE","308",6600,7040,"USA",40.78333,-99.75,0.4932637
3348,"68501","Lincoln","NE","402",191972,171932,"USA",40.81667,-96.68333,0.4943635
3349,"69001","McCook","NE","308",8112,8404,"USA",40.2,-100.6333,0.49441
3350,"68410","Nebraska City","NE","402",6547,7127,"USA",40.68333,-95.86667,0.4944475
3351,"68701","Norfolk","NE","402",21476,19449,"USA",42.03333,-97.41666,0.4945705
3352,"69101","North Platte","NE","308",22605,24509,"USA",41.13334,-100.7667,0.4947
3353,"68113","Offutt AFB West","NE","402",10883,8787,"USA",41.11666,-95.95,0.4947624
3354,"69153","Ogallala","NE","308",5095,5638,"USA",41.13334,-101.7167,0.4947916
3356,"68046","Papillion","NE","402",10378,6399,"USA",41.15,-96.03333,0.494851
3357,"68048","Plattsmouth","NE","402",6415,6295,"USA",41.01667,-95.88333,0.4948878
3358,"68127","Ralston","NE","402",6236,5143,"USA",41.2,-96.05,0.4949235
3359,"69361","Scottsbluff","NE","308",13711,14156,"USA",41.86666,-103.6667,0.4950021
3360,"68434","Seward","NE","402",5641,5713,"USA",40.91667,-97.1,0.4950344
3361,"69162","Sidney","NE","308",5959,6010,"USA",41.13334,-102.9833,0.4950685
3362,"68776","South Sioux City","NE","402",9677,9339,"USA",42.46667,-96.4,0.495124
3363,"68787","Wayne","NE","402",5142,5240,"USA",42.23333,-97.01667,0.4951534
3364,"68467","York","NE","402",7940,7723,"USA",40.86666,-97.6,0.4951989
3365,"03031","Amherst","NH","603",9068,8243,"USA",,,0.4952509
3366,"03811","Atkinson","NH","603",5188,4397,"USA",,,0.4952806
3367,"03825","Barrington","NH","603",6164,4404,"USA",,,0.4953159
3368,"03102","Bedford","NH","603",12563,9481,"USA",,,0.4953879
3369,"03220","Belmont","NH","603",5796,4026,"USA",43.45,-71.48333,0.4954211
3370,"03570","Berlin","NH","603",11824,13084,"USA",44.45,-71.15,0.4954888
3371,"03304","Bow","NH","603",5500,4015,"USA",,,0.4955203
3372,"03743","Claremont","NH","603",13902,14557,"USA",43.38334,-72.33334,0.4956
3373,"03301","Concord","NH","603",36006,30400,"USA",43.2,-71.53333,0.4958062
3374,"03818","Conway","NH","603",7940,7158,"USA",43.98333,-71.11667,0.4958517
3375,"03038","Derry","NH","603",29603,18875,"USA",42.88334,-71.31667,0.4960213
3376,"03038","Derry Compact","NH","603",20446,12248,"USA",,,0.4961385
3377,"03820","Dover","NH","603",25042,22377,"USA",43.2,-70.88333,0.4962819
3378,"03824","Durham","NH","603",11818,10652,"USA",43.13334,-70.93333,0.4963496
3379,"03824","Durham Compact","NH","603",9236,8448,"USA",,,0.4964025
3380,"03042","Epping","NH","603",5162,3460,"USA",43.03333,-71.06667,0.4964321
3381,"03833","Exeter","NH","603",12481,11024,"USA",42.98333,-70.95,0.4965036
3382,"03833","Exeter Compact","NH","603",9556,8947,"USA",,,0.4965583
3383,"03835","Farmington","NH","603",5739,4630,"USA",43.4,-71.03333,0.4965912
3384,"03235","Franklin","NH","603",8304,7901,"USA",43.45,-71.65,0.4966388
3385,"03246","Gilford","NH","603",5867,4841,"USA",,,0.4966724
3386,"03045","Goffstown","NH","603",14621,11315,"USA",43.01667,-71.6,0.4967562
3387,"03841","Hampstead","NH","603",6732,3785,"USA",,,0.4967947
3388,"03842","Hampton","NH","603",12278,10493,"USA",42.95,-70.83334,0.4968651
3390,"03756","Hanover","NH","603",9212,9119,"USA",43.7,-72.28333,0.4969178
3392,"03049","Hollis","NH","603",5705,4679,"USA",,,0.4969505
3393,"03106","Hooksett","NH","603",9002,7303,"USA",43.08333,-71.41666,0.4970021
3394,"03051","Hudson","NH","603",19530,14022,"USA",42.76667,-71.43333,0.497114
3395,"03452","Jaffrey","NH","603",5361,4349,"USA",42.81667,-72.03333,0.4971447
3396,"03431","Keene","NH","603",22430,21449,"USA",42.93333,-72.28333,0.4972732
3397,"03848","Kingston","NH","603",5591,4111,"USA",42.93333,-71.05,0.4973052
3398,"03246","Laconia","NH","603",15743,15575,"USA",43.53333,-71.46667,0.4973954
3399,"03766","Lebanon","NH","603",12183,11134,"USA",43.65,-72.25,0.4974652
3400,"","Litchfield","NH","603",5516,4150,"USA",,,0.4974968
3401,"03561","Littleton","NH","603",5827,5558,"USA",44.3,-71.76667,0.4975302
3402,"03053","Londonderry","NH","603",19781,13598,"USA",,,0.4976435
3405,"03054","Merrimack","NH","603",22156,15406,"USA",,,0.4977705
3406,"03055","Milford","NH","603",11795,8685,"USA",42.83333,-71.65,0.4978381
3408,"03060","Nashua","NH","603",79662,67865,"USA",42.75,-71.46667,0.4982944
3409,"03857","Newmarket","NH","603",7157,4290,"USA",43.08333,-70.93333,0.4983354
3410,"03773","Newport","NH","603",6110,6229,"USA",43.36666,-72.16666,0.4983704
3411,"03076","Pelham","NH","603",9408,8090,"USA",,,0.4984243
3412,"03275","Pembroke","NH","603",6561,6561,"USA",,,0.4984619
3413,"03458","Peterborough","NH","603",5239,4895,"USA",42.88334,-71.95,0.4984919
3414,"03865","Plaistow","NH","603",7316,5609,"USA",42.83333,-71.1,0.4985338
3415,"03264","Plymouth","NH","603",5811,5094,"USA",43.76667,-71.68333,0.4985671
3416,"03801","Portsmouth","NH","603",25925,26254,"USA",43.08333,-70.75,0.4987157
3417,"03077","Raymond","NH","603",8713,5453,"USA",43.03333,-71.18333,0.4987656
3418,"03867","Rochester","NH","603",26630,21560,"USA",43.3,-70.98333,0.4989181
3419,"03079","Salem","NH","603",25746,24124,"USA",,,0.4990656
3420,"03874","Seabrook","NH","603",6503,5917,"USA",,,0.4991029
3421,"03878","Somersworth","NH","603",11249,10350,"USA",43.26667,-70.88333,0.4991673
3422,"03275","Suncook","NH","603",5214,4698,"USA",43.13334,-71.45,0.4991972
3423,"","Swanzey","NH","603",6236,5183,"USA",,,0.4992329
3424,"03281","Weare","NH","603",6193,3232,"USA",43.1,-71.73333,0.4992684
3425,"03087","Windham","NH","603",9000,5664,"USA",,,0.49932
3426,"08201","Absecon","NJ","609",7298,6859,"USA",39.43333,-74.5,0.4993618
4953,"57701","Rapid City","SD","605",54523,46492,"USA",44.08333,-103.2333,0.7228194
4954,"","Rapid Valley","SD","605",5968,3265,"USA",44.06667,-103.15,0.7228537
4955,"57101","Sioux Falls","SD","605",100836,81343,"USA",43.55,-96.73333,0.7234313
4956,"57783","Spearfish Canyon","SD","605",6966,5251,"USA",,,0.7234713
4957,"57785","Sturgis","SD","605",5330,5184,"USA",44.41667,-103.5167,0.7235018
4958,"57069","Vermillion","SD","605",10034,10136,"USA",42.78333,-96.93333,0.7235593
4959,"57201","Watertown","SD","605",17632,15649,"USA",44.9,-97.11667,0.7236603
4960,"57078","Yankton","SD","605",12703,12011,"USA",42.88334,-97.38333,0.7237331
4961,"37701","Alcoa","TN","615",6400,6870,"USA",35.8,-83.98333,0.7237697
4962,"37303","Athens","TN","615",12054,12080,"USA",35.45,-84.6,0.7238388
4963,"38134","Bartlett","TN","901",26989,17170,"USA",,,0.7239934
4964,"37660","Bloomingdale","TN","615",10953,12088,"USA",36.58333,-82.51667,0.7240561
4965,"38008","Bolivar","TN","901",5969,6597,"USA",35.26667,-89,0.7240903
4966,"37027","Brentwood","TN","615",16392,9431,"USA",36,-86.8,0.7241843
4967,"37621","Bristol","TN","615",23421,23986,"USA",36.6,-82.18333,0.7243184
4968,"38012","Brownsville","TN","901",10017,9307,"USA",35.6,-89.26667,0.7243758
4969,"37401","Chattanooga","TN","615",152393,169514,"USA",35.05,-85.31667,0.7252489
4970,"37040","Clarksville","TN","615",75542,54777,"USA",36.53333,-87.35,0.7256817
4971,"37311","Cleveland","TN","615",30354,26415,"USA",35.16667,-84.88333,0.7258555
4972,"37716","Clinton","TN","615",8960,5245,"USA",36.1,-84.13333,0.7259069
4973,"37315","Collegedale","TN","615",5048,4607,"USA",35.06667,-85.05,0.7259358
4974,"38017","Collierville","TN","901",14501,7839,"USA",35.05,-89.66666,0.7260188
4975,"37663","Colonial Heights","TN","615",6716,6744,"USA",36.48333,-82.5,0.7260574
4976,"38401","Columbia","TN","615",28583,26571,"USA",35.61666,-87.03333,0.7262211
4977,"38501","Cookeville","TN","615",21744,20535,"USA",36.16667,-85.5,0.7263457
4978,"38019","Covington","TN","901",7487,6065,"USA",35.56667,-89.65,0.7263886
4979,"38555","Crossville","TN","615",6930,6394,"USA",35.95,-85.03333,0.7264283
4980,"37321","Dayton","TN","615",5671,5233,"USA",35.5,-85.01667,0.7264608
4981,"37055","Dickson","TN","615",8783,7040,"USA",36.08333,-87.38333,0.7265111
4982,"38024","Dyersburg","TN","901",16321,15856,"USA",,,0.7266046
4983,"37801","Eagleton Village","TN","615",5169,5331,"USA",,,0.7266342
4984,"37411","East Brainerd","TN","615",11594,,"USA",,,0.7267006
4985,"37412","East Ridge","TN","615",21101,21236,"USA",34.98333,-85.21667,0.7268215
4986,"37643","Elizabethton","TN","615",11931,12431,"USA",36.35,-82.21667,0.7268898
4987,"37650","Erwin","TN","615",5017,4739,"USA",36.15,-82.41666,0.7269186
4988,"37922","Farragut","TN","615",12802,5992,"USA",,,0.726992
4989,"37334","Fayetteville","TN","615",7158,7559,"USA",35.15,-86.56667,0.727033
4990,"37064","Franklin","TN","615",20098,12407,"USA",35.91667,-86.86667,0.7271481
4991,"37066","Gallatin","TN","615",18794,17191,"USA",36.4,-86.45,0.7272558
4992,"38138","Germantown","TN","901",33016,21467,"USA",,,0.7274449
4993,"37072","Goodlettsville","TN","615",11219,8327,"USA",36.31667,-86.71667,0.7275091
4994,"37215","Green Hills","TN","615",6763,,"USA",,,0.7275479
4995,"37743","Greeneville","TN","615",13532,14097,"USA",36.16667,-82.83334,0.7276254
4996,"38040","Halls","TN","901",6450,10363,"USA",35.88334,-89.4,0.7276624
4997,"37748","Harriman","TN","615",7119,8303,"USA",35.93333,-84.55,0.7277032
4998,"37341","Harrison","TN","615",7191,6206,"USA",,,0.7277444
4999,"37075","Hendersonville","TN","615",32188,26561,"USA",36.3,-86.61667,0.7279288
5000,"38343","Humboldt","TN","901",9651,10209,"USA",35.83333,-88.91666,0.7279841
5001,"38301","Jackson","TN","901",49145,49258,"USA",35.61666,-88.81667,0.7282656
5002,"37760","Jefferson City","TN","615",5522,5612,"USA",36.11666,-83.5,0.7282972
5003,"37601","Johnson City","TN","615",49479,39753,"USA",36.31667,-82.35,0.7285807
5004,"37662","Kingsport","TN","615",36353,32027,"USA",36.55,-82.55,0.728789
5006,"37766","La Follette","TN","615",7201,8198,"USA",36.38334,-84.11667,0.7288302
5007,"37086","LaVergne","TN","615",7499,5495,"USA",,,0.7288732
5008,"38464","Lawrenceburg","TN","615",10397,10184,"USA",35.23333,-87.33334,0.7289327
5009,"37087","Lebanon","TN","615",15208,11872,"USA",36.2,-86.3,0.7290199
5010,"37771","Lenoir City","TN","615",6147,5180,"USA",35.8,-84.26667,0.7290551
5011,"37091","Lewisburg","TN","615",9879,8760,"USA",35.45,-86.8,0.7291117
5012,"38351","Lexington","TN","901",5810,5934,"USA",35.65,-88.4,0.729145
5013,"37355","Manchester","TN","615",7709,7250,"USA",35.48333,-86.08334,0.7291892
5014,"38237","Martin","TN","901",8588,8898,"USA",36.35,-88.85,0.7292383
5015,"37804","Maryville","TN","615",19208,17480,"USA",35.76667,-83.96667,0.7293484
5016,"38201","McKenzie","TN","901",5168,5405,"USA",36.13334,-88.53333,0.729378
5017,"37110","McMinnville","TN","615",11194,10683,"USA",35.68333,-85.76667,0.7294421
5018,"38101","Memphis","TN","901",610337,646174,"USA",35.13334,-90.05,0.7329387
5019,"37343","Middle Valley","TN","615",12255,11420,"USA",,,0.7330089
5020,"38358","Milan","TN","901",7512,8083,"USA",35.91667,-88.76667,0.733052
5021,"38053","Millington","TN","901",17866,20236,"USA",35.35,-89.9,0.7331543
5022,"37813","Morristown","TN","615",21316,19570,"USA",36.21667,-83.3,0.7332764
5023,"37122","Mount Juliet","TN","615",5389,2879,"USA",36.2,-86.51667,0.7333073
5024,"37130","Murfreesboro","TN","615",44922,32845,"USA",35.85,-86.4,0.7335647
5025,"37202","Nashville","TN","615",488374,455651,"USA",36.16667,-86.78333,0.7363625
5026,"37821","Newport","TN","615",7123,7580,"USA",35.96667,-83.18333,0.7364033
5027,"37830","Oak Ridge","TN","615",27310,27662,"USA",36.01667,-84.26667,0.7365598
5028,"38242","Paris","TN","901",9332,10728,"USA",36.3,-88.31667,0.7366133
5029,"37148","Portland","TN","615",5165,4030,"USA",36.58333,-86.51667,0.7366428
5030,"37849","Powell","TN","615",7534,7220,"USA",,,0.736686
5031,"38478","Pulaski","TN","615",7916,7184,"USA",35.2,-87.2,0.7367314
5032,"37415","Red Bank","TN","615",12320,13129,"USA",,,0.7368019
5033,"38063","Ripley","TN","901",6188,6366,"USA",35.75,-89.53333,0.7368374
5034,"37854","Rockwood","TN","615",5348,5687,"USA",35.86666,-84.68333,0.736868
5035,"38372","Savannah","TN","901",6547,6992,"USA",35.23333,-88.25,0.7369055
5036,"37862","Sevierville","TN","615",7178,4556,"USA",35.86666,-83.56667,0.7369466
5037,"37865","Seymour","TN","615",7026,,"USA",,,0.7369869
5038,"37160","Shelbyville","TN","615",14042,13530,"USA",35.48333,-86.46667,0.7370673
5039,"37377","Signal Mountain","TN","615",7034,5818,"USA",35.11666,-85.35,0.7371076
5040,"37167","Smyrna","TN","615",13647,8839,"USA",35.98333,-86.51667,0.7371858
5041,"37379","Soddy-Daisy","TN","615",8240,8388,"USA",,,0.737233
5042,"","South Cleveland","TN","615",5372,4360,"USA",,,0.7372638
5043,"37172","Springfield","TN","615",11227,10814,"USA",36.51667,-86.88333,0.7373282
5044,"37874","Sweetwater","TN","615",5066,4725,"USA",35.6,-84.46667,0.7373571
5045,"37388","Tullahoma","TN","615",16761,15800,"USA",35.36666,-86.21667,0.7374532
5046,"38261","Union City","TN","901",10513,10436,"USA",36.43333,-89.05,0.7375134
5047,"37398","Winchester","TN","615",6305,5821,"USA",35.18333,-86.11667,0.7375495
5048,"79604","Abilene","TX","915",106707,98315,"USA",32.46667,-99.71667,0.7381608
5049,"75001","Addison","TX","214",8783,5553,"USA",32.96667,-96.83334,0.7382112
5050,"78516","Alamo","TX","210",8352,5831,"USA",29.41667,-98.58334,0.738259
5051,"78209","Alamo Heights","TX","210",6502,6252,"USA",29.46667,-98.46667,0.7382963
5052,"77039","Aldine","TX","713",11133,12623,"USA",29.93333,-95.38333,0.73836
5053,"78332","Alice","TX","512",19788,20961,"USA",27.75,-98.08334,0.7384734
5054,"75002","Allen","TX","214",19315,8314,"USA",33.1,-96.66666,0.7385841
5055,"79830","Alpine","TX","915",5622,5465,"USA",30.36667,-103.6667,0.7386163
5056,"77511","Alvin","TX","713",19220,16515,"USA",29.43333,-95.25,0.7387264
5057,"79105","Amarillo","TX","806",157571,149230,"USA",35.21667,-101.8333,0.7396291
5058,"78750","Anderson Mill","TX","512",9468,,"USA",,,0.7396833
5059,"79714","Andrews","TX","915",10678,11061,"USA",32.31667,-102.55,0.7397445
5060,"77515","Angleton","TX","409",17140,13929,"USA",29.16667,-95.43333,0.7398427
5061,"78336","Aransas Pass","TX","512",7180,7173,"USA",27.98333,-97.15,0.7398838
5062,"76004","Arlington","TX","817",261717,160113,"USA",32.73333,-97.11667,0.7413832
5063,"75751","Athens","TX","903",10982,10197,"USA",32.2,-95.85,0.7414461
5064,"75551","Atlanta","TX","214",6118,6272,"USA",33.11666,-94.16666,0.7414812
5065,"78767","Austin","TX","512",465648,345890,"USA",30.28333,-97.75,0.7441489
5066,"76020","Azle","TX","817",8868,5822,"USA",32.9,-97.53333,0.7441996
5067,"77518","Bacliff","TX","713",5549,4851,"USA",29.51667,-94.98333,0.7442315
5068,"75180","Balch Springs","TX","214",17406,13746,"USA",32.71667,-96.63333,0.7443312
5069,"77414","Bay City","TX","409",18170,17837,"USA",28.98333,-95.96667,0.7444353
5070,"77520","Baytown","TX","713",63843,56923,"USA",29.71667,-94.98333,0.744801
5071,"77707","Beaumont","TX","409",114323,118102,"USA",30.08333,-94.1,0.745456
4124,"11797","Woodbury","NY","516",8008,7043,"USA",40.83333,-73.48333,0.6192005
4125,"11598","Woodmere","NY","516",15578,17205,"USA",40.63334,-73.7,0.6192898
4126,"11792","Wyandach","NY","516",8950,13215,"USA",,,0.619341
4127,"10702","Yonkers","NY","914",188082,195351,"USA",40.93333,-73.9,0.6204185
4128,"10598","Yorktown Heights","NY","914",7690,7696,"USA",41.26667,-73.78333,0.6204626
4129,"45810","Ada","OH","419",5428,5669,"USA",40.76667,-83.81667,0.6204937
4130,"44309","Akron","OH","216",223019,237177,"USA",41.08333,-81.51667,0.6217713
4131,"44601","Alliance","OH","216",23376,24315,"USA",40.91667,-81.1,0.6219053
4132,"44001","Amherst","OH","216",10332,10638,"USA",41.4,-82.23333,0.6219645
4133,"44805","Ashland","OH","419",20079,20326,"USA",40.86666,-82.31667,0.6220795
4134,"44004","Ashtabula","OH","216",21633,23449,"USA",41.86666,-80.78333,0.6222034
4135,"45701","Athens","OH","614",21265,19743,"USA",39.33333,-82.1,0.6223252
4136,"44202","Aurora","OH","216",9192,8177,"USA",41.31667,-81.35,0.6223779
